ID_CORRELATIVO,lasso_standard
47411.0,0.011989522417790754
39861.0,0.2782709602883581
38898.0,0.12276692704344136
50927.0,0.030485194031547473
32969.0,0.17877813930228587
89661.0,0.2089940300081867
12197.0,0.07987383103466446
71520.0,0.048314071674487674
59759.0,0.44842250962581437
36743.0,0.004699976986089179
10736.0,0.1545306287818937
5106.0,0.18700043948644646
44506.0,0.006518749732700605
47767.0,0.056587657582630624
74686.0,0.05312770822222715
63023.0,0.1449114526925047
13584.0,0.20036568828316417
317.0,0.18230489638999137
62570.0,0.023897664418316818
68244.0,0.09273067796391794
72881.0,0.24525315844633308
18280.0,0.9634907710053592
70682.0,0.2082405767208951
79902.0,0.2929742267240888
35073.0,0.011086121143747756
84331.0,0.6131543372231595
70921.0,0.004477383844838648
82245.0,0.24738760917949135
17714.0,0.8271780769430999
13993.0,0.18777503375425794
658.0,0.03398774304907854
33916.0,0.041373142095462834
92737.0,0.18210137379533928
22844.0,0.015285408145399873
93339.0,0.03921882383855686
29572.0,0.04057784430198089
24751.0,0.0550094140847619
37862.0,0.18149770100038476
26676.0,0.1428433768166703
8675.0,0.24596966204492884
64245.0,0.08490998471184391
57248.0,0.24463646318652593
3531.0,0.100557550089275
9834.0,0.39056459743171656
74246.0,0.1604641885304697
56683.0,0.09012593299651864
16847.0,0.669593570265139
96617.0,0.29840410740275397
94167.0,0.025964732058299418
42800.0,0.15501333330826172
70106.0,0.33828776261397553
42486.0,0.0028185069463512505
78076.0,0.01665744202203662
85819.0,0.06695224615548288
15786.0,0.004176435357492117
61483.0,0.10622258909751053
25630.0,0.20015726525614697
22501.0,0.08418927144448744
92447.0,0.16973653096262284
13795.0,0.05347231670068005
57101.0,0.1807752167109448
55077.0,0.006484410473065954
47600.0,0.007149160522230944
5924.0,0.020020365896129547
34900.0,0.6534860976186625
91990.0,0.2295571967264261
50268.0,0.11635968981012035
66401.0,0.10039399761762201
18014.0,0.1866012045031765
20006.0,0.18235962925866372
55391.0,0.10125584660502081
40304.0,0.007738062005337619
12832.0,0.1714256317480209
41746.0,0.34023244796741237
69384.0,0.002531278918038357
56225.0,0.027714298638664314
46522.0,0.13459902998868484
59922.0,0.3937776439849
48609.0,0.005696042792185653
77235.0,0.19296006747847108
8082.0,0.011755951202178561
65539.0,0.010235571203397903
39769.0,0.23663553138372748
96098.0,0.06350359408652922
86925.0,0.12178735003106159
53370.0,0.3589927622540347
60773.0,0.09478832493067778
47138.0,0.23046372569046
44098.0,0.007851090720236506
61301.0,0.26343068865611313
38956.0,0.05706379259241212
7585.0,0.629863220909789
14240.0,0.007599316486677537
49732.0,0.10288643473053573
48849.0,0.07670450109928079
72202.0,0.357334039460645
14480.0,0.5833002899952139
33035.0,0.07034738157264928
43985.0,0.11586258798429715
85217.0,0.38583072363148924
8121.0,0.12638689659693075
95484.0,0.04679275651721212
57781.0,0.041000255004088784
85281.0,0.03200401610957675
71928.0,0.15609196985035553
79044.0,0.21233725874491716
54020.0,0.02106864578846507
46617.0,0.20165467281861477
3924.0,0.28847192732220917
76379.0,0.36230447227614115
62379.0,0.24516000039199914
80390.0,0.2759273431251034
95214.0,0.31878921973211066
24624.0,0.02481318663056259
89328.0,0.42400368379813785
85616.0,0.251263695056961
84393.0,0.06887147516332373
63954.0,0.12965234971568906
20998.0,0.027531130400508145
42995.0,0.2073355355279945
67212.0,0.0163233593558381
95562.0,0.03833233065039449
1869.0,0.18318240926163243
81929.0,0.11339309285176247
72552.0,0.07642072041665007
34425.0,0.06678647771817077
83123.0,0.24372772839461132
90228.0,0.20674635450389658
27741.0,0.3115310507394733
53991.0,0.5377090726093908
15167.0,0.060126880932868665
29006.0,0.30512570627556435
86461.0,0.06714683054099133
22615.0,0.035118791475950345
90108.0,0.07556300581272107
12561.0,0.02579467446933113
18306.0,0.020331706225323726
78913.0,0.07643792159508325
38785.0,0.12711148575312128
13919.0,0.007578113555940584
59619.0,0.043311969337265735
17801.0,0.38153538343740584
11683.0,0.2514169980256284
50393.0,0.06360206803666556
1414.0,0.05692408935192928
49705.0,0.10650548290478896
11495.0,0.005674924739407682
74515.0,0.24487072476663208
87870.0,0.3931265212275205
18347.0,0.015197980694341756
3854.0,0.26070391882343935
19733.0,0.12844769776539422
44194.0,0.021849822450681143
80652.0,0.06579328658034843
22356.0,0.576592907710731
56887.0,0.131314434768133
54654.0,0.6563142233027229
81154.0,0.16527867294018742
60139.0,0.04119382878953507
49481.0,0.3211173339008668
13027.0,0.29809634817612957
6073.0,0.08389185456941788
21221.0,0.0054915378174983775
78849.0,0.010635774440603677
98453.0,0.20039920402871056
43204.0,0.07021596619791125
49495.0,0.04773922591508052
50040.0,0.13233006836028613
62238.0,0.21139783007936871
96941.0,0.04715511521122315
51613.0,0.16215320114385293
28840.0,0.03532715083837504
88334.0,0.1936993628035995
40679.0,0.20509120905230643
91906.0,0.15803623240568096
61997.0,0.011360253641462996
96234.0,0.13616342530732597
35191.0,0.1251135052428462
99214.0,0.012861164915677155
94474.0,0.09427838350907528
70794.0,0.017143668767923895
96104.0,0.28769332150595794
63209.0,0.07434781113004123
78212.0,0.11002869130845852
9699.0,0.3884369812020078
89800.0,0.146932113266524
52248.0,0.24075122848868763
48960.0,0.07970495974131299
77980.0,0.20655965704766832
58769.0,0.11581158807297955
74585.0,0.09036062697941541
33294.0,0.10667020569428896
93240.0,0.02415776023771166
27238.0,0.16618349135346733
2569.0,0.07944302501027727
51644.0,0.07059152155298333
48318.0,0.08233287133554203
9421.0,0.17085458761627897
77916.0,0.018227803006398334
11814.0,0.0018597773352131547
61073.0,0.04934129747771244
64158.0,0.08422848914852497
2805.0,0.18835608657552472
72093.0,0.4779040524387024
48104.0,0.15189708896633763
20668.0,0.15900151394295056
68085.0,0.47165337210490693
63923.0,0.1608642812914044
53517.0,0.05201380817663028
3104.0,0.20115405974290287
99805.0,0.11122206378484756
39359.0,0.01888129956576455
18783.0,0.10239894992960032
15511.0,0.0026437680990725786
77153.0,0.17119773207877703
45019.0,0.09408188266639411
85462.0,0.5616925914403703
96718.0,0.008271018282337412
34821.0,0.17018963538590304
22810.0,0.03371078639336123
93544.0,0.13020412385335295
35535.0,0.314196969840719
65259.0,0.19177902190847002
75047.0,0.08531624653722913
58877.0,0.12478538803754571
64070.0,0.36829947355331455
41996.0,0.04246738202942633
71713.0,0.00555334612143414
38718.0,0.897389958130791
17155.0,0.09246812145534082
24713.0,0.42665306934172503
62892.0,0.038135349935383325
29011.0,0.009516633113304076
6645.0,0.2072091985900881
41304.0,0.0433859432459453
58739.0,0.08759642823321309
23285.0,0.06370174236974636
48191.0,0.1392240542491937
97795.0,0.043848907338970074
6696.0,0.24167012010742514
64069.0,0.0426208086790335
82691.0,0.24665623432967343
18615.0,0.14801289491881162
62684.0,0.008126928427560055
9287.0,0.245989233832746
6874.0,0.04436239394892069
22369.0,0.015857958518873616
92953.0,0.3439234451159077
84842.0,0.020974369458634182
28468.0,0.07794056872872926
30792.0,0.007247407155314117
13171.0,0.5048958501761311
17252.0,0.027358623582886626
40297.0,0.3749772747527914
98009.0,0.011528323107296696
15527.0,0.18270952876216193
7383.0,0.17043164893233556
5269.0,0.008741710803591677
31169.0,0.10581017509335955
23713.0,0.42367645479703525
93782.0,0.7775929010895695
33652.0,0.6047681617138516
50852.0,0.01004114213756004
62065.0,0.05880658773502439
58026.0,0.2075799372136419
75285.0,0.5702677865409285
14705.0,0.09433785499270425
47071.0,0.09431308756848938
37161.0,0.21853427447570709
77239.0,0.075776192458536
24989.0,0.14085984248631908
90966.0,0.2618439629152162
76360.0,0.47296613552240874
94753.0,0.026506862554381342
84592.0,0.051464536283218655
67471.0,0.021631373483882922
41794.0,0.03395434173423104
31485.0,0.14381099625851157
91545.0,0.2422496315041465
53221.0,0.4223595835568588
8201.0,0.04067547002591987
60467.0,0.4256239825942519
68016.0,0.8515091503054889
38784.0,0.3156241717323102
55226.0,0.19375472513395492
65209.0,0.5019636133013745
75408.0,0.024833713964174192
85243.0,0.022515728264389242
79788.0,0.031243223647272424
61994.0,0.12171448684130155
79195.0,0.31871682986019834
46240.0,0.19075397518864123
22216.0,0.020561710793521912
70954.0,0.20664622112679057
84807.0,0.0035140252738194546
46536.0,0.20830463958547676
36753.0,0.011548914913695805
97859.0,0.1764100150886663
23760.0,0.024711457485040098
85723.0,0.04559821308149314
64710.0,0.14514307942381022
27733.0,0.14248061692257258
81034.0,0.398283287245061
12401.0,0.02791145025412935
62556.0,0.2111912499751431
93553.0,0.18092621508254117
95020.0,0.03324503653284758
89411.0,0.08090398097375841
49025.0,0.05353380545531983
175.0,0.010608339083207382
41587.0,0.12311437403272092
95452.0,0.21520144728398446
66833.0,0.03630302951205387
35540.0,0.002967134581931407
27054.0,0.13604758694602437
73979.0,0.12668525001140052
86206.0,0.2323232338183523
44847.0,0.005452659724137488
3840.0,0.024399386343537943
61419.0,0.0715519370290228
41064.0,0.004292749590125365
3234.0,0.06964512286672693
48912.0,0.4826705824672576
14659.0,0.04721858823868692
95329.0,0.09273648893940761
48199.0,0.16851464065513846
57661.0,0.12554197006623158
91561.0,0.15352447438908778
98545.0,0.11485209320995766
64053.0,0.8655732842247568
44127.0,0.25737262842848824
19986.0,0.4673980543835182
50281.0,0.1547709051285525
23864.0,0.14700789061324365
10807.0,0.5179798471604841
46633.0,0.32933676593377065
22081.0,0.21288767275339643
58024.0,0.22718871285027406
43243.0,0.04073841172370998
87491.0,0.2588446402298548
8098.0,0.005234606856957684
15691.0,0.015665143035054313
92195.0,0.12455255707641143
89981.0,0.07622578460471177
61666.0,0.05336611586271828
59887.0,0.11814182172547606
72746.0,0.17029606588659724
97844.0,0.06582597380054153
66080.0,0.20472584485081546
35864.0,0.2728065238012938
91618.0,0.34632597861703995
63875.0,0.02237949398144933
12653.0,0.4624063328166417
82407.0,0.31559786969146314
60272.0,0.19072878553870592
45986.0,0.19983778055253715
40088.0,0.016286634757741815
30671.0,0.3414073564570096
47115.0,0.0007971440051726065
87106.0,0.09397589343903627
18985.0,0.05525077198374542
78531.0,0.2930946836724008
99309.0,0.4611008944113149
30856.0,0.23649582410351114
57429.0,0.015299871425751916
90844.0,0.13573917959257886
61193.0,0.0447196883161293
61960.0,0.0010875181312966298
27310.0,0.22661856800359606
85688.0,0.05897873053906841
13849.0,0.07979836987668533
20923.0,0.23919284197665874
81184.0,0.052465694204513
92660.0,0.19862452616000764
52780.0,0.00751820969742778
58352.0,0.02390541324073299
84217.0,0.5340215334428215
18894.0,0.13299370345133055
2060.0,0.08907682970464419
49450.0,0.05697534901450751
16422.0,0.2541275282457666
63949.0,0.0804232244732043
14806.0,0.03886938022816547
54228.0,0.009026509794922647
47189.0,0.17288806461893866
52562.0,0.42435223036085634
87245.0,0.3667624643434502
37544.0,0.3346659160005869
30325.0,0.24628337008290005
27069.0,0.028159429633940653
65802.0,0.1670716746365916
64416.0,0.10700262920268655
22027.0,0.22370166742614253
65273.0,0.04046664393681813
28436.0,0.29363879303755364
61160.0,0.008579391143750201
32883.0,0.11715980211155329
64263.0,0.01064497823176202
3036.0,0.1725107210845785
1394.0,0.23622959517434125
15909.0,0.06410594694306757
33028.0,0.19300609596502974
94431.0,0.6727356221896205
54780.0,0.4678226874486145
43674.0,0.14867088650235952
73620.0,0.11208694535339418
75024.0,0.21311877080040362
98242.0,0.0786621552793585
8382.0,0.24376992672914247
9870.0,0.2850921317721721
77482.0,0.09757785580345493
93661.0,0.17544976772685653
61203.0,0.023312383481722883
65157.0,0.23892807627434046
6978.0,0.057775155751465405
17470.0,0.004191736614691303
53031.0,0.026201836216499134
37506.0,0.09618280084112059
5012.0,0.1843689581639413
2994.0,0.06481222332173574
17970.0,0.02372055539190012
78783.0,0.08828946735941197
20016.0,0.5451412959803642
12503.0,0.10879229243124008
61154.0,0.07698881317986836
12861.0,0.2267747936044404
67373.0,0.08867453973441763
48455.0,0.030815485896419345
6505.0,0.08399163358302554
61490.0,0.08522723139249899
54247.0,0.3333281010709405
5795.0,0.022791730331151477
28306.0,0.13377703506117747
85714.0,0.00971374823787527
82657.0,0.013714583474764525
44030.0,0.002851467941784009
65255.0,0.44485919679333563
64927.0,0.10652790942194454
75324.0,0.007328540260005225
6857.0,0.2345791129889251
11287.0,0.4813852261996348
35241.0,0.0024243996504944004
34242.0,0.007171795736079851
69085.0,0.01038697163579192
71311.0,0.1326583133968889
36269.0,0.07513437683494749
14738.0,0.2515916338211783
549.0,0.0029000887468666595
3479.0,0.0911031647042173
80866.0,0.4064380075639958
92323.0,0.06852889758851713
43887.0,0.012659703229361913
85023.0,0.09625763599161476
97922.0,0.1297310930794745
16440.0,0.7312384514461844
69117.0,0.4192156626327939
25539.0,0.02656486783494467
12828.0,0.20288390031139708
89828.0,0.08560381233082308
25600.0,0.06767780664382637
24291.0,0.005534392500993208
63983.0,0.1930751629291925
67518.0,0.06374636500880619
82104.0,0.5376868913324229
29260.0,0.18199180177201488
40004.0,0.10862309237693782
65199.0,0.2909655245001134
76117.0,0.2016478339704237
93827.0,0.18568054892130925
29395.0,0.12941729745414993
86252.0,0.13010270515375671
40938.0,0.27548415684757743
24209.0,0.034639564416338274
24037.0,0.018466083756068803
80880.0,0.028357965032268662
33040.0,0.20815405337356185
52215.0,0.16216120733782666
38125.0,0.1369248927465372
13173.0,0.014244826339923368
65774.0,0.05665265069117963
16691.0,0.12150284003545611
71372.0,0.031085003313935447
33821.0,0.032068060697612956
90285.0,0.0278984116297139
8425.0,0.042016992125811
36687.0,0.08287387226632255
78613.0,0.4996067245405599
23269.0,0.01719515915628261
65699.0,0.03135502535186279
99079.0,0.023260949681181184
45348.0,0.025161823089632523
40929.0,0.2262003784278065
3792.0,0.28037894121059004
46357.0,0.05645446203268619
62600.0,0.21304116914876847
23863.0,0.06268383251675018
77937.0,0.026659988891138242
335.0,0.0078093323071277716
60070.0,0.109396106417023
13973.0,0.23456736652015098
45656.0,0.15617948825887548
18176.0,0.12087994604620257
5930.0,0.11059655723365999
86954.0,0.0353173033810061
64225.0,0.0619848239864884
72124.0,0.10633233603498107
2108.0,0.08600886556988799
44109.0,0.23172207162109268
16923.0,0.03503942939372129
70941.0,0.04251538243807036
83294.0,0.14242924939596416
78522.0,0.03746467322060444
95018.0,0.2187002880791716
96818.0,0.23197571047588567
27237.0,0.010497394108127923
84772.0,0.4736182737348593
41563.0,0.036829017573276265
73476.0,0.1908585314321174
72352.0,0.12983974929257772
79414.0,0.10494239090735397
60076.0,0.0741718555229295
80745.0,0.011250247601704153
