ID_CORRELATIVO,ATTRITION
47411,0.16126155070640438
39861,0.3317981265686501
38898,0.02254226671327552
50927,0.02933769044569955
32969,0.30703203509858973
89661,0.20731822966702343
12197,0.08175856014848842
71520,0.021006824644547065
59759,0.5462242380972425
36743,0.09960929387705417
10736,0.07554834481802172
5106,0.45567905845129886
44506,0.11260542693331309
47767,0.2830973315230097
74686,0.03223038056978058
63023,0.021283587235438346
13584,0.5252540568428752
317,0.05022667720075832
62570,0.05900348214693075
68244,0.026552580875862895
72881,0.18064351420934582
18280,0.012979650742799801
70682,0.02844836049983258
79902,0.181581206456367
35073,0.06713743925058166
84331,0.10987855886915825
70921,0.03249551588132983
82245,0.32949390301790693
17714,0.04586123110792604
13993,0.014690580249426129
658,0.5472474174293154
33916,0.16551194774655476
92737,0.27670497920276543
22844,0.0888494102732422
93339,0.2650057647893741
29572,0.01544032625685695
24751,0.6444397705131222
37862,0.056792780560537354
26676,0.16409219104604164
8675,0.05848208590870164
64245,0.1428339011868598
57248,0.42583172222324484
3531,0.013452050342264814
9834,0.032190395714905
74246,0.07506116513533659
56683,0.034048129012141944
16847,0.15782051104529007
96617,0.1585370761992159
94167,0.03128956395375781
42800,0.36089685138575844
70106,0.14156808849362537
42486,0.19401064876691673
78076,0.11232955114372364
85819,0.4454723300457993
15786,0.1376654617201421
61483,0.018202589460881748
25630,0.024970451978077887
22501,0.02406895862140497
92447,0.25973517725274053
13795,0.025569296858271542
57101,0.05298383137548844
55077,0.054756833189767616
47600,0.1675675780772928
5924,0.560722343344812
34900,0.07859527253331558
91990,0.23936352043312167
50268,0.21495430985518402
66401,0.21183131593536195
18014,0.014040378564144387
20006,0.0647606435055678
55391,0.30737355993173016
40304,0.2828250765520306
12832,0.24910358415684128
41746,0.04130972608110004
69384,0.23719519483529974
56225,0.4180134618599659
46522,0.03847975849366586
59922,0.049669904016948124
48609,0.07992605662041465
77235,0.4475843105392657
8082,0.061049201745693824
65539,0.032470429245246867
39769,0.12310811614301857
96098,0.06451364216045752
86925,0.6206013557918983
53370,0.27445450268033916
60773,0.06312661780812781
47138,0.205934657407993
44098,0.019676231647160293
61301,0.039203536146045756
38956,0.062125332812619345
7585,0.353267068596172
14240,0.027078483020217207
49732,0.024164140044177697
48849,0.02765617684664854
72202,0.12350130512472526
14480,0.19540051820754642
33035,0.017643369978387863
43985,0.138092423290974
85217,0.0356340108845766
8121,0.2070472742573553
95484,0.05959683892365787
57781,0.047764975821069734
85281,0.024150372042942018
71928,0.08918449106851163
79044,0.025491401577802837
54020,0.4144454686071984
46617,0.05214122076475693
3924,0.6017060667939476
76379,0.04292400301116082
62379,0.15819367491176883
80390,0.24708933570983707
95214,0.02170250232832968
24624,0.4499360357839579
89328,0.025697691952415808
85616,0.14220305324527785
84393,0.3297178912080159
63954,0.2958856822549798
20998,0.31744938766897546
42995,0.011609730561766389
67212,0.24211563666859467
95562,0.05920991209791642
1869,0.03585441715856564
81929,0.030872032005007762
72552,0.11499163263750158
34425,0.01662703273045478
83123,0.2256858352976646
90228,0.12066900309431057
27741,0.127160850954324
53991,0.0244604750773011
15167,0.05927560069115271
29006,0.016573985680090386
86461,0.09343404197496001
22615,0.21199674476209973
90108,0.052219870847627727
12561,0.22106153536740503
18306,0.24644968996197558
78913,0.34702738141325123
38785,0.06550548471788732
13919,0.03529938966622219
59619,0.030238003613245502
17801,0.0650350053655183
11683,0.04973074436316952
50393,0.3709565491915594
1414,0.1605407191391551
49705,0.10935733746049815
11495,0.1521121269048964
74515,0.06434082972662108
87870,0.08854645290506441
18347,0.055366673768450746
3854,0.3188878388359188
19733,0.1785810290506162
44194,0.062806239162687
80652,0.20148646559818992
22356,0.05099423060823714
56887,0.044335704637541745
54654,0.035483867713726976
81154,0.11222538038924962
60139,0.03861316626683317
49481,0.23267592730375308
13027,0.052346900045399804
6073,0.03441846835405867
21221,0.061714184528245924
78849,0.019962434230655923
98453,0.09891975457070588
43204,0.5383231940350621
49495,0.06855447971325324
50040,0.13258922190689557
62238,0.42097784044641184
96941,0.1306776950167981
51613,0.27217756432486717
28840,0.10755928052811942
88334,0.487330978385326
40679,0.6641178600763654
91906,0.08517526226998243
61997,0.3959456783475543
96234,0.06411694422482085
35191,0.08946060037904663
99214,0.008138694408069328
94474,0.05956738526232695
70794,0.10354010248556673
96104,0.01269735243483108
63209,0.02489714635552875
78212,0.5799812792364442
9699,0.14306264962311638
89800,0.026692697199716717
52248,0.1626180452624067
48960,0.022312479119328238
77980,0.537768145799756
58769,0.29151623375322294
74585,0.029159136898051743
33294,0.020704891028868782
93240,0.1796530107556832
27238,0.23727874106755964
2569,0.6061254661407908
51644,0.0449062230759455
48318,0.0444265001759002
9421,0.2127841788574047
77916,0.07787084720539056
11814,0.20510185388734328
61073,0.1809134159550681
64158,0.011983477906143456
2805,0.029458552741437743
72093,0.36687802781200707
48104,0.19409240091940685
20668,0.32103965346673136
68085,0.05784608357646115
63923,0.019275469816365125
53517,0.1725304354630846
3104,0.4379722444793385
99805,0.20477462915063588
39359,0.32103965346673136
18783,0.023070003688641323
15511,0.26906153183294096
77153,0.034193692112953054
45019,0.3234091251817156
85462,0.030864708993707718
96718,0.06111525069253304
34821,0.5104015187029527
22810,0.15185457696413435
93544,0.1539630529508725
35535,0.08679139090453612
65259,0.6411551465213694
75047,0.02175893142911172
58877,0.05544782741677555
64070,0.1785810290506162
41996,0.13751686303680763
71713,0.14152764589427494
38718,0.052471227185053856
17155,0.4317091078566905
24713,0.0656069533519402
62892,0.03499051663419865
29011,0.10365816135412527
6645,0.02577081382530871
41304,0.06304432560159126
58739,0.11475197193107224
23285,0.07387066382054991
48191,0.11566599497543441
97795,0.043097482973535856
6696,0.30045859300249317
64069,0.12781268739773355
82691,0.3445926259353249
18615,0.20840080202846978
62684,0.34063198866799826
9287,0.07522236727896156
6874,0.06920052275499607
22369,0.14434686236505456
92953,0.03791849020949129
84842,0.011037894229695455
28468,0.10528866234581186
30792,0.24072189178738473
13171,0.43895243525822014
17252,0.206919735136258
40297,0.050883664192306714
98009,0.05410045463726357
15527,0.028569778435860903
7383,0.22248026423506048
5269,0.18257610129654855
31169,0.03959490809054031
23713,0.519125497400827
93782,0.1903863200066697
33652,0.11733327846030887
50852,0.05837601167827362
62065,0.015493728409398827
58026,0.015548137414833652
75285,0.088046098405402
14705,0.16580556373312427
47071,0.03328438660951163
37161,0.1130234613336338
77239,0.017575204802416908
24989,0.018528580743008796
90966,0.020560419384306444
76360,0.2899358594534983
94753,0.13950586727896577
84592,0.11381099353372087
67471,0.09424964003345002
41794,0.8392300466414634
31485,0.19272014219783384
91545,0.1363613422770235
53221,0.028874391192346853
8201,0.12519514467652984
60467,0.0960734585113095
68016,0.0572648703742954
38784,0.02196464166227022
55226,0.12491656786360597
65209,0.039624417902996964
75408,0.00836742080448993
85243,0.021127490991645972
79788,0.24070315933155598
61994,0.042030435207058
79195,0.3007144596288967
46240,0.03969070918724383
22216,0.3920232658342054
70954,0.10511324079503682
84807,0.01378050349909822
46536,0.2671031721034653
36753,0.0299657641066892
97859,0.11390413873048784
23760,0.18938877944749993
85723,0.05502990024807753
64710,0.31560111267345337
27733,0.037747799338556556
81034,0.1001265008689412
12401,0.15210732182455156
62556,0.260925615974408
93553,0.112278313659019
95020,0.12625771954273496
89411,0.010203153661839187
49025,0.6032915853442181
175,0.11822501801819321
41587,0.0780187327805813
95452,0.05110791832053695
66833,0.044274335445151275
35540,0.03446512896506888
27054,0.015318425623983618
73979,0.3195012840715805
86206,0.02593906095513584
44847,0.3160135301150762
3840,0.6394655417035285
61419,0.12861413660947346
41064,0.31385395862221266
3234,0.41628359908745804
48912,0.1670588941410533
14659,0.17686359929825796
95329,0.09527036568224569
48199,0.16205236328848646
57661,0.25234749202292894
91561,0.07904356117861358
98545,0.04043242315453113
64053,0.29664062154976245
44127,0.05078893195287779
19986,0.031082452556588064
50281,0.4236066105454119
23864,0.07831763306570985
10807,0.0205741623417507
46633,0.17219728171487822
22081,0.07366551457698226
58024,0.018830644101337935
43243,0.2153158923708741
87491,0.016979820106682458
8098,0.03444649196060642
15691,0.6018575662385554
92195,0.29682986270351613
89981,0.015389126040692602
61666,0.09063261549440434
59887,0.07781234370709034
72746,0.38775910767347255
97844,0.030167219632997375
66080,0.17241085696112976
35864,0.01949738775144902
91618,0.11902584720198439
63875,0.018086246808348843
12653,0.2844724538162427
82407,0.29766168340035765
60272,0.01819980406279368
45986,0.3134872196445404
40088,0.059690765711492365
30671,0.016727007038032184
47115,0.6424265969991375
87106,0.2544357638238397
18985,0.0842217941944224
78531,0.058240344466392126
99309,0.07992785873588777
30856,0.015665107048208643
57429,0.23254157826684788
90844,0.16359287494883173
61193,0.06881892616887998
61960,0.08996071989741691
27310,0.3742036443771525
85688,0.01216848889346685
13849,0.08673516701322401
20923,0.052318054191515466
81184,0.0258921364630365
92660,0.0872660303969691
52780,0.13006196888130794
58352,0.013085027412208685
84217,0.1825043348421374
18894,0.07824860440313691
2060,0.029512884302900312
49450,0.015744070371889074
16422,0.10655916913963098
63949,0.03747407032966044
14806,0.3868243569537942
54228,0.01787037453430154
47189,0.007095331516983051
52562,0.018928361298388287
87245,0.08252876671105215
37544,0.1526866347810934
30325,0.08415956264629117
27069,0.011906186924750864
65802,0.13235407387389458
64416,0.11174396413337576
