ID_CORRELATIVO,xgboost_standard
47411.0,0.006789044011384249
39861.0,0.2698073089122772
38898.0,0.032212067395448685
50927.0,0.03415698930621147
32969.0,0.034515976905822754
89661.0,0.13786683976650238
12197.0,0.04199124127626419
71520.0,0.009527158923447132
59759.0,0.25172820687294006
36743.0,0.010803921148180962
10736.0,0.04835345596075058
5106.0,0.029314814135432243
44506.0,0.008808476850390434
47767.0,0.017818937078118324
74686.0,0.027684085071086884
63023.0,0.028601154685020447
13584.0,0.15484851598739624
317.0,0.12163735181093216
62570.0,0.01119714230298996
68244.0,0.03675423562526703
72881.0,0.2804591655731201
18280.0,0.8799598813056946
70682.0,0.027516480535268784
79902.0,0.232118159532547
35073.0,0.010627036914229393
84331.0,0.1334400475025177
70921.0,0.005987483076751232
82245.0,0.14692150056362152
17714.0,0.8330320119857788
13993.0,0.40228980779647827
658.0,0.015677543357014656
33916.0,0.016164781525731087
92737.0,0.22115707397460938
22844.0,0.027433518320322037
93339.0,0.04632560536265373
29572.0,0.03860196843743324
24751.0,0.013292192481458187
37862.0,0.25302577018737793
26676.0,0.11434681713581085
8675.0,0.3691684901714325
64245.0,0.06371884793043137
57248.0,0.7272931337356567
3531.0,0.008875020779669285
9834.0,0.46930187940597534
74246.0,0.10916212201118469
56683.0,0.06202811002731323
16847.0,0.9669055938720703
96617.0,0.5810403823852539
94167.0,0.02364055998623371
42800.0,0.05586133897304535
70106.0,0.39841413497924805
42486.0,0.027899935841560364
78076.0,0.023095980286598206
85819.0,0.03819647058844566
15786.0,0.01044132187962532
61483.0,0.05426958575844765
25630.0,0.17499148845672607
22501.0,0.08258122950792313
92447.0,0.05529501661658287
13795.0,0.05487300828099251
57101.0,0.06438148021697998
55077.0,0.010369878262281418
47600.0,0.004460221156477928
5924.0,0.025199227035045624
34900.0,0.8378179669380188
91990.0,0.16513144969940186
50268.0,0.15294601023197174
66401.0,0.06024743616580963
18014.0,0.055448222905397415
20006.0,0.09829378873109818
55391.0,0.021897688508033752
40304.0,0.011531681753695011
12832.0,0.0797639861702919
41746.0,0.15852636098861694
69384.0,0.005820748396217823
56225.0,0.02080683596432209
46522.0,0.09832365065813065
59922.0,0.3612670600414276
48609.0,0.013322840444743633
77235.0,0.2903313934803009
8082.0,0.02310568280518055
65539.0,0.014642195776104927
39769.0,0.2313571274280548
96098.0,0.08784444630146027
86925.0,0.11436577886343002
53370.0,0.33560314774513245
60773.0,0.1335204392671585
47138.0,0.07594774663448334
44098.0,0.010426792316138744
61301.0,0.08610802888870239
38956.0,0.010712044313549995
7585.0,0.3775597810745239
14240.0,0.014655114151537418
49732.0,0.027651367709040642
48849.0,0.11262723803520203
72202.0,0.5030474662780762
14480.0,0.8404148817062378
33035.0,0.11799008399248123
43985.0,0.040618542581796646
85217.0,0.7998920679092407
8121.0,0.06429430097341537
95484.0,0.0773354321718216
57781.0,0.05100460723042488
85281.0,0.02122524566948414
71928.0,0.01253096479922533
79044.0,0.19586493074893951
54020.0,0.15497644245624542
46617.0,0.10269425064325333
3924.0,0.14808206260204315
76379.0,0.44060930609703064
62379.0,0.06758818030357361
80390.0,0.2558508813381195
95214.0,0.21585862338542938
24624.0,0.02942078374326229
89328.0,0.6961232423782349
85616.0,0.19047091901302338
84393.0,0.07320796698331833
63954.0,0.034376490861177444
20998.0,0.005578218959271908
42995.0,0.27162137627601624
67212.0,0.040783002972602844
95562.0,0.009402938187122345
1869.0,0.5547186136245728
81929.0,0.0750405564904213
72552.0,0.05864570289850235
34425.0,0.1141883060336113
83123.0,0.4750334918498993
90228.0,0.22276286780834198
27741.0,0.35035666823387146
53991.0,0.6413076519966125
15167.0,0.06482835114002228
29006.0,0.4761105477809906
86461.0,0.058190472424030304
22615.0,0.043367065489292145
90108.0,0.10525401681661606
12561.0,0.013888663612306118
18306.0,0.0328047014772892
78913.0,0.05253617465496063
38785.0,0.08505159616470337
13919.0,0.010728931054472923
59619.0,0.06521330773830414
17801.0,0.6830686926841736
11683.0,0.21329648792743683
50393.0,0.06474823504686356
1414.0,0.04756350815296173
49705.0,0.22388659417629242
11495.0,0.010555866174399853
74515.0,0.2513059675693512
87870.0,0.15941444039344788
18347.0,0.007521187886595726
3854.0,0.33077272772789
19733.0,0.09210491180419922
44194.0,0.00904532615095377
80652.0,0.019815638661384583
22356.0,0.34544020891189575
56887.0,0.10415758937597275
54654.0,0.921206533908844
81154.0,0.818125307559967
60139.0,0.010346709750592709
49481.0,0.3759789764881134
13027.0,0.43131688237190247
6073.0,0.08897342532873154
21221.0,0.008754147216677666
78849.0,0.006813904736191034
98453.0,0.08386664092540741
43204.0,0.07257090508937836
49495.0,0.02560960128903389
50040.0,0.05211445689201355
62238.0,0.020555764436721802
96941.0,0.07147952914237976
51613.0,0.1248396635055542
28840.0,0.015180926769971848
88334.0,0.010691876523196697
40679.0,0.11935873329639435
91906.0,0.7073495388031006
61997.0,0.02986438013613224
96234.0,0.206623375415802
35191.0,0.04686542600393295
99214.0,0.009105640463531017
94474.0,0.10616834461688995
70794.0,0.005111190024763346
96104.0,0.2047930806875229
63209.0,0.030170291662216187
78212.0,0.10377812385559082
9699.0,0.602901816368103
89800.0,0.10453078150749207
52248.0,0.311703085899353
48960.0,0.04044783115386963
77980.0,0.3732348382472992
58769.0,0.008580377325415611
74585.0,0.03199101611971855
33294.0,0.12476450204849243
93240.0,0.02204718254506588
27238.0,0.035121530294418335
2569.0,0.11882847547531128
51644.0,0.08811654895544052
48318.0,0.07110974192619324
9421.0,0.1730000376701355
77916.0,0.0067082904279232025
11814.0,0.010021467693150043
61073.0,0.011694503016769886
64158.0,0.07851363718509674
2805.0,0.6043751239776611
72093.0,0.7397693395614624
48104.0,0.1357162892818451
20668.0,0.7209874391555786
68085.0,0.7165105938911438
63923.0,0.03953435271978378
53517.0,0.05783511698246002
3104.0,0.08908137679100037
99805.0,0.029728909954428673
39359.0,0.012518803589046001
18783.0,0.05765679478645325
15511.0,0.005571366753429174
77153.0,0.03388470783829689
45019.0,0.04770827665925026
85462.0,0.5950190424919128
96718.0,0.020979808643460274
34821.0,0.080983005464077
22810.0,0.011522348038852215
93544.0,0.10218458622694016
35535.0,0.1939811408519745
65259.0,0.5943402647972107
75047.0,0.11418355256319046
58877.0,0.18485167622566223
64070.0,0.4511246085166931
41996.0,0.01920974999666214
71713.0,0.010626540519297123
38718.0,0.9062029123306274
17155.0,0.16961905360221863
24713.0,0.2694648802280426
62892.0,0.22740577161312103
29011.0,0.0491243377327919
6645.0,0.4816807508468628
41304.0,0.4383184611797333
58739.0,0.07679665833711624
23285.0,0.533605694770813
48191.0,0.240692138671875
97795.0,0.008859794586896896
6696.0,0.024395575746893883
64069.0,0.023880653083324432
82691.0,0.35555487871170044
18615.0,0.15714485943317413
62684.0,0.02697247825562954
9287.0,0.03809119015932083
6874.0,0.04275161772966385
22369.0,0.03374218940734863
92953.0,0.4604867398738861
84842.0,0.03338638320565224
28468.0,0.018417274579405785
30792.0,0.006241652648895979
13171.0,0.3591730296611786
17252.0,0.004334911238402128
40297.0,0.5217893719673157
98009.0,0.01631559059023857
15527.0,0.03616253286600113
7383.0,0.10993335396051407
5269.0,0.024185683578252792
31169.0,0.10382583737373352
23713.0,0.41215085983276367
93782.0,0.2363588958978653
33652.0,0.7763327360153198
50852.0,0.014851992949843407
62065.0,0.07051824778318405
58026.0,0.38498446345329285
75285.0,0.3964346945285797
14705.0,0.009102938696742058
47071.0,0.1127254068851471
37161.0,0.12232277542352676
77239.0,0.03185481205582619
24989.0,0.21624243259429932
90966.0,0.12022964656352997
76360.0,0.4241223931312561
94753.0,0.014589719474315643
84592.0,0.017086327075958252
67471.0,0.1640700250864029
41794.0,0.0370459258556366
31485.0,0.013592560775578022
91545.0,0.1084330603480339
53221.0,0.5842211842536926
8201.0,0.09121941030025482
60467.0,0.5414490699768066
68016.0,0.8965316414833069
38784.0,0.27649644017219543
55226.0,0.2645524740219116
65209.0,0.7317884564399719
75408.0,0.04100406914949417
85243.0,0.007688000798225403
79788.0,0.053343210369348526
61994.0,0.09599073976278305
79195.0,0.059802550822496414
46240.0,0.03735816106200218
22216.0,0.006612733006477356
70954.0,0.13448630273342133
84807.0,0.021737167611718178
46536.0,0.1478593349456787
36753.0,0.015762928873300552
97859.0,0.2056666910648346
23760.0,0.01412199530750513
85723.0,0.028975430876016617
64710.0,0.2995290756225586
27733.0,0.07196059077978134
81034.0,0.690273642539978
12401.0,0.04094965383410454
62556.0,0.19933760166168213
93553.0,0.10651237517595291
95020.0,0.04118432104587555
89411.0,0.07012244313955307
49025.0,0.061236750334501266
175.0,0.013168182224035263
41587.0,0.09116768091917038
95452.0,0.22609418630599976
66833.0,0.00800118874758482
35540.0,0.005649336613714695
27054.0,0.06601715087890625
73979.0,0.20853984355926514
86206.0,0.1833912432193756
44847.0,0.011626476421952248
3840.0,0.0064493464305996895
61419.0,0.04368973523378372
41064.0,0.022497253492474556
3234.0,0.020181650295853615
48912.0,0.4149227738380432
14659.0,0.094326913356781
95329.0,0.09516223520040512
48199.0,0.3032379746437073
57661.0,0.0943932756781578
91561.0,0.014824042096734047
98545.0,0.04616145044565201
64053.0,0.9327088594436646
44127.0,0.29008913040161133
19986.0,0.1567792445421219
50281.0,0.04417377710342407
23864.0,0.1833398938179016
10807.0,0.4195074141025543
46633.0,0.23186318576335907
22081.0,0.6727786660194397
58024.0,0.44792744517326355
43243.0,0.011633174493908882
87491.0,0.05497848615050316
8098.0,0.01857598125934601
15691.0,0.005356938112527132
92195.0,0.029927358031272888
89981.0,0.030980875715613365
61666.0,0.15826553106307983
59887.0,0.1027221828699112
72746.0,0.08240096271038055
97844.0,0.2347358912229538
