ID_CORRELATIVO,ET_standard
47411.0,0.006652356902356904
39861.0,0.2747811861686646
38898.0,0.04560938825212828
50927.0,0.03583356750462014
32969.0,0.026444680319500324
89661.0,0.11806862837896222
12197.0,0.02203462777462777
71520.0,0.006117616884902145
59759.0,0.23642895529390814
36743.0,0.02371296296296297
10736.0,0.08142459421935118
5106.0,0.03895704733364579
44506.0,0.013717592592592597
47767.0,0.021931013431013432
74686.0,0.024125066856266225
63023.0,0.03579897603563151
13584.0,0.17235423834846528
317.0,0.03854477656563556
62570.0,0.004216931216931217
68244.0,0.023612607609068727
72881.0,0.342891807029956
18280.0,0.8675097645917691
70682.0,0.007950659572192867
79902.0,0.179114444223524
35073.0,0.007154761904761904
84331.0,0.33340633432804767
70921.0,0.005150793650793651
82245.0,0.12892856841902917
17714.0,0.6843726330789762
13993.0,0.5550580207008977
658.0,0.0070183320536269635
33916.0,0.0019790268672563545
92737.0,0.21769844138339478
22844.0,0.049795066045066005
93339.0,0.03317099567099566
29572.0,0.10717495467495461
24751.0,0.007205194470235496
37862.0,0.23512292764946172
26676.0,0.08684666457279494
8675.0,0.4478594266371284
64245.0,0.018124427281222422
57248.0,0.5012136095664803
3531.0,0.019157427449094117
9834.0,0.673855741480279
74246.0,0.21152997134046075
56683.0,0.08444908360584225
16847.0,0.8865287428130311
96617.0,0.6244081725421452
94167.0,0.02398743386243386
42800.0,0.05141917714141306
70106.0,0.304931828102174
42486.0,0.09930233002291819
78076.0,0.04743278018278016
85819.0,0.010455892901711717
15786.0,0.005124338624338625
61483.0,0.021271442268172576
25630.0,0.18324866735397766
22501.0,0.05991830505269522
92447.0,0.045939207330511676
13795.0,0.04611792421763651
57101.0,0.05513312299383562
55077.0,0.012101979547799981
47600.0,0.0038518518518518524
5924.0,0.014799182299182298
34900.0,0.7524271900410034
91990.0,0.1327209683284613
50268.0,0.11839295794075201
66401.0,0.018339063300411736
18014.0,0.042022024515445545
20006.0,0.05455948225844791
55391.0,0.007633597883597883
40304.0,0.008596560846560847
12832.0,0.08117184605964202
41746.0,0.15564595262722933
69384.0,0.009990740740740743
56225.0,0.015178691678691682
46522.0,0.07981695210935576
59922.0,0.46507583578421396
48609.0,0.03788322788322787
77235.0,0.16312403269606043
8082.0,0.010997354497354499
65539.0,0.009698773448773448
39769.0,0.14413411393115536
96098.0,0.029018881115302986
86925.0,0.10829668810121611
53370.0,0.26391975183353855
60773.0,0.13760607059287067
47138.0,0.03971434026213438
44098.0,0.014031986531986531
61301.0,0.101689959970538
38956.0,0.0012080659220887711
7585.0,0.4017756156815924
14240.0,0.005497354497354498
49732.0,0.024345929473551128
48849.0,0.12508772869061383
72202.0,0.5051899768644407
14480.0,0.9463117988526938
33035.0,0.20521463528567438
43985.0,0.04036649263268271
85217.0,0.7534129118794544
8121.0,0.03951488941274925
95484.0,0.09475926279602745
57781.0,0.03726670551670552
85281.0,0.03216507124991697
71928.0,0.0174307422096685
79044.0,0.20515207688008288
54020.0,0.23722293447293485
46617.0,0.181399556938341
3924.0,0.17896670253159355
76379.0,0.6007930004298223
62379.0,0.04383198985858134
80390.0,0.16389528215338167
95214.0,0.2385318632761253
24624.0,0.03777705627705628
89328.0,0.6459921163606756
85616.0,0.16752768406797994
84393.0,0.05482052353104982
63954.0,0.05019852133838922
20998.0,0.00513107263107263
42995.0,0.1952449751075422
67212.0,0.009826719576719578
95562.0,0.0011268515799346434
1869.0,0.4760702075702075
81929.0,0.020468267255618705
72552.0,0.06756011972827439
34425.0,0.22176116794530226
83123.0,0.3213344840059089
90228.0,0.10787033454894865
27741.0,0.33428030270356357
53991.0,0.7964036295718908
15167.0,0.033539234587222196
29006.0,0.5360998766725202
86461.0,0.07354955507455503
22615.0,0.10164259814259807
90108.0,0.14752831890331902
12561.0,0.002333333333333333
18306.0,0.014326719576719578
78913.0,0.045353420469269254
38785.0,0.0854753568503568
13919.0,0.0035555555555555553
59619.0,0.06058167730533947
17801.0,0.5230764762063708
11683.0,0.23465846767346132
50393.0,0.12144263439581901
1414.0,0.008849851966824508
49705.0,0.2462884266486573
11495.0,0.015187830687830693
74515.0,0.21728937451151087
87870.0,0.2273070280461843
18347.0,0.010943121693121694
3854.0,0.49286688869034206
19733.0,0.06164510930831714
44194.0,0.016056115181115178
80652.0,0.08857763532763528
22356.0,0.2856022642327541
56887.0,0.0952742314330549
54654.0,0.8527595974572566
81154.0,0.7505732731964763
60139.0,0.004977819952457633
49481.0,0.42610227466026696
13027.0,0.3107301557007352
6073.0,0.11470176190222806
21221.0,0.015553270803270805
78849.0,0.0034973544973544977
98453.0,0.09638837665067165
43204.0,0.06518957523333048
49495.0,0.034035119067727757
50040.0,0.03200523224052636
62238.0,0.015231425335919025
96941.0,0.06243153504101392
51613.0,0.10746709569163396
28840.0,0.03315115440115441
88334.0,0.0018108659143389585
40679.0,0.1229031689558005
91906.0,0.6878349436492402
61997.0,0.03301887926887926
96234.0,0.27719450569112913
35191.0,0.050421937607812724
99214.0,0.004524780479567713
94474.0,0.11996391472982658
70794.0,0.0077292674645615825
96104.0,0.2706554891312176
63209.0,0.03204521404521404
78212.0,0.16456981199877296
9699.0,0.6780078360217476
89800.0,0.11893214275348596
52248.0,0.2541773951854599
48960.0,0.07076680288341301
77980.0,0.42594724643389253
58769.0,0.0016120640265647106
74585.0,0.018334933769447167
33294.0,0.09778410625604363
93240.0,0.021624819624819627
27238.0,0.01988297089200827
2569.0,0.054909275958536154
51644.0,0.05955801637698188
