ID_CORRELATIVO,ridge_standard
47411.0,0.012359452028872479
39861.0,0.2846702458518765
38898.0,0.10891180364188803
50927.0,0.03032661347435253
32969.0,0.16664786717438557
89661.0,0.2043784657898516
12197.0,0.08019200060747686
71520.0,0.044866030564252285
59759.0,0.4466673665905809
36743.0,0.004038172427467825
10736.0,0.16950140120951704
5106.0,0.1803396935387615
44506.0,0.006483427566646127
47767.0,0.06619399450855996
74686.0,0.051602940119881216
63023.0,0.14494526228960247
13584.0,0.2004838194506787
317.0,0.17926460985761772
62570.0,0.024845570399562172
68244.0,0.09177000203367511
72881.0,0.23963384441762262
18280.0,0.967107386219293
70682.0,0.20583688981452064
79902.0,0.2920326209770013
35073.0,0.010375965621527075
84331.0,0.597932666493327
70921.0,0.005007828503496872
82245.0,0.2503702481396565
17714.0,0.8339795312158174
13993.0,0.17097759228427492
658.0,0.03183744442143361
33916.0,0.03932376539468914
92737.0,0.17625750703009443
22844.0,0.013905888413907424
93339.0,0.03794200839112135
29572.0,0.047206767737802115
24751.0,0.05248316784889076
37862.0,0.18108782132647774
26676.0,0.14648391888361015
8675.0,0.19095881885256613
64245.0,0.08352286069949287
57248.0,0.26268582319721934
3531.0,0.09915363662675487
9834.0,0.4097252473351212
74246.0,0.1667258742187277
56683.0,0.07566676860552572
16847.0,0.7035044264017252
96617.0,0.29711189634250124
94167.0,0.02417890696185059
42800.0,0.1460635563016981
70106.0,0.35360535526113657
42486.0,0.0023415767090853574
78076.0,0.01900226081445735
85819.0,0.06545252945591105
15786.0,0.0040813711951489355
61483.0,0.10632836866340516
25630.0,0.19538296357711532
22501.0,0.07981990990490567
92447.0,0.15535188697606844
13795.0,0.05131364332966056
57101.0,0.18301646927346019
55077.0,0.0058313309289156085
47600.0,0.007799278269411915
5924.0,0.018952141628723516
34900.0,0.6444318793862798
91990.0,0.24409699390387535
50268.0,0.1248818851018417
66401.0,0.09830956523770815
18014.0,0.19241951673688068
20006.0,0.17401016912668316
55391.0,0.10752100661165657
40304.0,0.007396079959416236
12832.0,0.1778287142665551
41746.0,0.33911115009469806
69384.0,0.002768885475444455
56225.0,0.032139021187522654
46522.0,0.13196671372762506
59922.0,0.40692827281327903
48609.0,0.0025859539470174282
77235.0,0.1905565360161825
8082.0,0.010301914269796975
65539.0,0.009823816429873499
39769.0,0.23532949274694873
96098.0,0.0579167654675161
86925.0,0.12322686658678932
53370.0,0.3724642915742469
60773.0,0.09705812315919497
47138.0,0.2502157651890226
44098.0,0.007564931349378646
61301.0,0.25510239304976656
38956.0,0.05386029793436235
7585.0,0.6531051757823342
14240.0,0.0002671772718263932
49732.0,0.09901570637843964
48849.0,0.07730643735443711
72202.0,0.3630272127645479
14480.0,0.6107037880856254
33035.0,0.07339181958202212
43985.0,0.11763610640465197
85217.0,0.4133267133448799
8121.0,0.12428302656582195
95484.0,0.038741680381018495
57781.0,0.04265280729174138
85281.0,0.029859345981354903
71928.0,0.15470786013703744
79044.0,0.21119404032383743
54020.0,0.020033001171110894
46617.0,0.19418743353606985
3924.0,0.2872500942892962
76379.0,0.36774893377204
62379.0,0.24068568057736375
80390.0,0.28185190017997586
95214.0,0.32614416841024785
24624.0,0.022371202170393043
89328.0,0.43302373328243365
85616.0,0.263360068136981
84393.0,0.0660891717288764
63954.0,0.13342773520613607
20998.0,0.031031171663296962
42995.0,0.20559747972640413
67212.0,0.014351866741620095
95562.0,0.03503467493549404
1869.0,0.20369970831613965
81929.0,0.11203621493114312
72552.0,0.07912806485777893
34425.0,0.06546944204788846
83123.0,0.24233490863039212
90228.0,0.20265809129298112
27741.0,0.3199650580757373
53991.0,0.5567658185738156
15167.0,0.06440432239110544
29006.0,0.307142744670202
86461.0,0.06620314642313703
22615.0,0.031734550520200286
90108.0,0.06777742024865446
12561.0,0.03033335235330706
18306.0,0.019093085519339553
78913.0,0.07295364240109757
38785.0,0.11559556200228197
13919.0,0.006430436446930468
59619.0,0.04390009707568265
17801.0,0.38727175498667943
11683.0,0.26010537614620344
50393.0,0.060516285659135485
1414.0,0.05639501729324839
49705.0,0.10677977519535191
11495.0,0.006041647060537276
74515.0,0.2275800794176459
87870.0,0.40418841833110464
18347.0,0.01363668536907279
3854.0,0.26333590287509856
19733.0,0.1304385485865365
44194.0,0.02333497001785443
80652.0,0.07663450668775061
22356.0,0.6049217401764114
56887.0,0.1174894074381264
54654.0,0.6839473706111187
81154.0,0.16784833201033544
60139.0,0.03689818543789837
49481.0,0.3262157661752888
13027.0,0.29297548377961063
6073.0,0.07690297790269868
21221.0,0.007456430453233498
78849.0,0.009880696664273403
98453.0,0.21625455807709223
43204.0,0.05224551972637425
49495.0,0.0433181738171927
50040.0,0.1337962055017285
62238.0,0.20782276441279068
96941.0,0.0416938254515392
51613.0,0.15175202511613628
28840.0,0.03455329168456599
88334.0,0.18884270263222078
40679.0,0.20847819571112206
91906.0,0.16149803164362028
61997.0,0.008660153010169718
96234.0,0.14012134746013813
