ID_CORRELATIVO,lgbm_none
47411.0,0.002460014854713902
39861.0,0.3147056596454928
38898.0,0.030314725373481104
50927.0,0.04342387029406543
32969.0,0.023515811510438783
89661.0,0.11413140751028833
12197.0,0.05269729534081877
71520.0,0.010609530165900835
59759.0,0.30461607447464945
36743.0,0.004284234045264732
10736.0,0.08775525988697808
5106.0,0.014872212034617784
44506.0,0.0027820310091419575
47767.0,0.036162678359594684
74686.0,0.0258606469542379
63023.0,0.024123722207221993
13584.0,0.18483465005347025
317.0,0.11396990463948675
62570.0,0.008807212142222562
68244.0,0.0560527746951101
72881.0,0.25637512949546826
18280.0,0.8617150909251796
70682.0,0.0393992738232582
79902.0,0.22290078426594082
35073.0,0.005821591959838577
84331.0,0.14746774281770775
70921.0,0.002955552690435054
82245.0,0.18780267969910222
17714.0,0.6763932070333097
13993.0,0.3986665339558595
658.0,0.03505205646991652
33916.0,0.024426430132763424
92737.0,0.09270576283529738
22844.0,0.02187724467405344
93339.0,0.052778536637012416
29572.0,0.053551011531743485
24751.0,0.027337780156509388
37862.0,0.23416239423019697
26676.0,0.09907856148227677
8675.0,0.19071991245006403
64245.0,0.06827139808964902
57248.0,0.6380415966263114
3531.0,0.005915250751362919
9834.0,0.6473483532201889
74246.0,0.18675431264439735
56683.0,0.02459221083021315
16847.0,0.960402511582222
96617.0,0.6210902948012983
94167.0,0.03708647561675036
42800.0,0.035260303871848135
70106.0,0.2803185591746666
42486.0,0.0037547215711726456
78076.0,0.009783026959281285
85819.0,0.049716207147697186
15786.0,0.008732158648230556
61483.0,0.047211799559597145
25630.0,0.20975631003065648
22501.0,0.09451656757034517
92447.0,0.04133511387475738
13795.0,0.06216683354905027
57101.0,0.06762622745398057
55077.0,0.011663523050109028
47600.0,0.0008820094289302078
5924.0,0.014275726201155785
34900.0,0.741267072924099
91990.0,0.1763881543797465
50268.0,0.12133265255388698
66401.0,0.07609183793860741
18014.0,0.027332932046727435
20006.0,0.08303396834699199
55391.0,0.012985833156181875
40304.0,0.0055344626332199396
12832.0,0.08784001682092728
41746.0,0.16347818860902516
69384.0,0.01593430518328501
56225.0,0.002643434794245151
46522.0,0.08649644709005677
59922.0,0.3224593263218236
48609.0,0.0010572817590588745
77235.0,0.24739318774661986
8082.0,0.036134518423102904
65539.0,0.014109704075555861
39769.0,0.22107625001288206
96098.0,0.08476122093191883
86925.0,0.1811484977762381
53370.0,0.3361317945151536
60773.0,0.16694701961320882
47138.0,0.05118869586996216
44098.0,0.005187407464371044
61301.0,0.10392388034291757
38956.0,0.011027112959860651
7585.0,0.44597496337780324
14240.0,0.0025139058801557598
49732.0,0.019957144451837053
48849.0,0.09289929248811223
72202.0,0.46912587531318156
14480.0,0.9490615415033284
33035.0,0.05343691834846158
43985.0,0.04665903110334757
85217.0,0.8910545954301917
8121.0,0.08806145117328358
95484.0,0.1479692968048036
57781.0,0.03404009385828332
85281.0,0.018519549125657894
71928.0,0.020968589430479093
79044.0,0.08832047169969642
54020.0,0.43877501321571566
46617.0,0.08428560815309488
3924.0,0.11602289137436547
76379.0,0.39047597717367116
62379.0,0.03377842283094405
80390.0,0.24345200732440575
95214.0,0.1932300755212851
24624.0,0.044834583194420116
89328.0,0.6686870001182424
85616.0,0.22777968222286693
84393.0,0.09572216534816416
63954.0,0.03837371802459204
20998.0,0.001706582158918562
42995.0,0.09704270649243858
67212.0,0.0538193997122899
95562.0,0.005639356334910816
1869.0,0.4515803339404374
81929.0,0.08942880425311286
72552.0,0.05696999918664381
34425.0,0.08854651660553402
83123.0,0.41535290990110835
90228.0,0.17204256822955052
27741.0,0.3051223282371992
53991.0,0.7054282282582041
15167.0,0.032838803623852254
29006.0,0.4645804600436683
86461.0,0.028362758749881915
22615.0,0.011397200498042877
90108.0,0.0822120644163381
12561.0,0.006176464851106599
18306.0,0.02791563332174309
78913.0,0.04099865813446418
38785.0,0.06783356763284473
13919.0,0.005394064841844138
59619.0,0.07448890825867781
17801.0,0.6640737033474224
11683.0,0.1636558731604519
50393.0,0.04917970065590404
1414.0,0.05003124126126843
49705.0,0.2866263989679042
11495.0,0.003389032230896521
74515.0,0.43569027152574796
87870.0,0.1630718126478242
18347.0,0.006390882517158058
3854.0,0.3369647377678681
19733.0,0.08543007929138666
44194.0,0.0024547605477627885
80652.0,0.07268033866202091
22356.0,0.3197400101872078
56887.0,0.09588962422397333
54654.0,0.9039592767731559
81154.0,0.7605875835645348
60139.0,0.005713797287743565
49481.0,0.3458571433225278
13027.0,0.355664685005541
6073.0,0.08793069820631441
21221.0,0.01140059221338699
78849.0,0.0010238658003489775
98453.0,0.10787749985775948
43204.0,0.07339754542063555
49495.0,0.026027007915885386
50040.0,0.05245619269308137
62238.0,0.019133493306827273
96941.0,0.0709905324219408
51613.0,0.1263395721408572
28840.0,0.02057295786052276
88334.0,0.008801820176033719
40679.0,0.10250819720745875
91906.0,0.6044965788733202
61997.0,0.06207589896880494
96234.0,0.2074028109232556
35191.0,0.05109622334359421
99214.0,0.009521343081604761
94474.0,0.1242575331175394
70794.0,0.003234121154898562
96104.0,0.17725297304838905
63209.0,0.024255189141974505
78212.0,0.10971260660883536
9699.0,0.5940818935653691
89800.0,0.14016152226457115
52248.0,0.31917674082300707
48960.0,0.029455599037722185
77980.0,0.5067527716574601
58769.0,0.008478745640776374
74585.0,0.031475240774278254
33294.0,0.139606389257654
93240.0,0.015866041258828317
27238.0,0.029855510172000173
2569.0,0.12720896790090583
51644.0,0.03431390558437821
48318.0,0.06188709364774901
9421.0,0.13223923096507448
77916.0,0.024806050308499507
11814.0,0.0009656581148955782
61073.0,0.012997336250325819
64158.0,0.060479388624510716
2805.0,0.6014392885673908
72093.0,0.7678134420691669
48104.0,0.1548656780558098
20668.0,0.7735906706520572
68085.0,0.7171872152003336
63923.0,0.0825513860418113
53517.0,0.05053362245673636
3104.0,0.07358196085493217
99805.0,0.022229508604868792
39359.0,0.012323165776262582
18783.0,0.10362389461545449
15511.0,0.0014452350513686264
77153.0,0.018802491420336298
45019.0,0.049033580545272064
85462.0,0.6994320753283223
96718.0,0.01823071191469331
34821.0,0.06388866887160413
22810.0,0.018730337662274978
93544.0,0.07250589932172986
35535.0,0.28372053300309713
65259.0,0.5835174123456505
75047.0,0.08386931201585217
58877.0,0.19113198829099856
64070.0,0.41291166101175963
41996.0,0.01925326775813936
71713.0,0.00444253517305943
38718.0,0.8783712582273558
17155.0,0.15626662674790257
24713.0,0.2978748604402316
62892.0,0.2576471949223487
29011.0,0.0358703635906038
6645.0,0.2378218180185011
41304.0,0.45587109410279836
58739.0,0.058332719585219496
23285.0,0.497908486106479
48191.0,0.15492783598318083
97795.0,0.0021599989127168524
6696.0,0.023912688459373093
64069.0,0.02895795684418485
82691.0,0.3855802986824115
18615.0,0.13947889947257214
62684.0,0.014234903145166403
9287.0,0.03756845257710929
