ID_CORRELATIVO,MLP_none
47411.0,0.011559860663271965
39861.0,0.4646588084549502
38898.0,0.1710575493302804
50927.0,0.035968737984659355
32969.0,0.09897205854925571
89661.0,0.24849098980836667
12197.0,0.09667505716205604
71520.0,0.011358997642564352
59759.0,0.6065861899576828
36743.0,0.011464668897628944
10736.0,0.1073474188817482
5106.0,0.03069426819072193
44506.0,0.00756324623215917
47767.0,5.4146659104159304e-21
74686.0,0.09502815213051216
63023.0,0.05027902693476662
13584.0,0.26596625125043405
317.0,0.3322128331517272
62570.0,0.022975686198920865
68244.0,0.01350797848752317
72881.0,0.3038807464121389
18280.0,0.8785245838487924
70682.0,0.11970922705688074
79902.0,0.3063195569874854
35073.0,0.00012127134173583315
84331.0,0.15225805473022
70921.0,0.01776982480253711
82245.0,0.2446540561852585
17714.0,0.6818964388074358
13993.0,0.2805298482408456
658.0,0.029597072547070665
33916.0,0.024622912880761755
92737.0,0.19604909875514653
22844.0,0.0005241078302932945
93339.0,1.83559237237264e-67
29572.0,4.36414331143181e-83
24751.0,0.03508612139065875
37862.0,0.3037782953499252
26676.0,0.13177436023103808
8675.0,1.847820387336432e-18
64245.0,0.04770647951701673
57248.0,0.28015670099817547
3531.0,0.042690758941360284
9834.0,0.6614402953793205
74246.0,0.004659158363217483
56683.0,1.5879407065982128e-99
16847.0,0.5137663840313634
96617.0,0.38007117390502987
94167.0,0.02793695053927104
42800.0,0.11140978485541109
70106.0,0.4540901404511201
42486.0,1.5169553707800238e-275
78076.0,0.026326224334268022
85819.0,0.06145168565544081
15786.0,4.535322769087249e-05
61483.0,0.10825280894984665
25630.0,0.19069402136720867
22501.0,0.09401613694125707
92447.0,3.7189468909206966e-08
13795.0,0.03161238938054739
57101.0,0.15372930490376677
55077.0,0.05477393950754804
47600.0,3.6044243474388604e-11
5924.0,0.05835046594161552
34900.0,0.5944774718083257
91990.0,0.4006328819097967
50268.0,0.24396095057653697
66401.0,0.10065069965012513
18014.0,0.07556245639023247
20006.0,0.12714776244983797
55391.0,0.060851897656176636
40304.0,0.03798511834785995
12832.0,0.08405292262780521
41746.0,0.29103504936730834
69384.0,1.0256274787939843e-302
56225.0,0.01003328716169322
46522.0,0.1515936492954589
59922.0,0.4129196736155015
48609.0,1.5104363744423858e-62
77235.0,0.3351549609286976
8082.0,0.021784276964578624
65539.0,0.01232568998569525
39769.0,0.28616375044829556
96098.0,0.09420827432627966
86925.0,0.07695624796553067
53370.0,0.35694214356621456
60773.0,1.4441306820969697e-16
47138.0,0.001158866306438187
44098.0,5.057415099564176e-139
61301.0,0.25744819876176084
38956.0,0.040963658744340714
7585.0,0.5239178778033432
14240.0,0.0
49732.0,0.037173042112777104
48849.0,0.0793597285778532
72202.0,0.15850914416018438
14480.0,0.757277786948805
33035.0,0.14894798499428935
43985.0,0.10824368086366165
85217.0,0.6014830778932664
8121.0,0.06540035134204619
95484.0,1.7062575130447853e-25
57781.0,0.006342110549990893
85281.0,0.05558405171961113
71928.0,0.05083111305593855
79044.0,0.14969626186726495
54020.0,0.0014552093839087738
46617.0,0.11949772125737415
3924.0,0.0006463197357756853
76379.0,0.5062236291584067
62379.0,0.3029199774593588
80390.0,0.29138909642601485
95214.0,0.15598463166919022
24624.0,0.0476401352487851
89328.0,0.5130613842921581
85616.0,0.3207864465522917
84393.0,0.08589059983289082
63954.0,0.0487041422816921
20998.0,0.02105799078546835
42995.0,0.14236578608375586
67212.0,4.4505263062652594e-10
95562.0,0.017656988206068716
1869.0,2.2942090545645153e-27
81929.0,0.18471164733910808
72552.0,0.31344869062326797
34425.0,0.05144042607223223
83123.0,0.3878896103741122
90228.0,0.20768327325127928
27741.0,0.3295843132849194
53991.0,0.6175866420493377
15167.0,0.06208332473722507
29006.0,0.6287205347356905
86461.0,2.4500937265989367e-24
22615.0,0.07450992564892499
90108.0,6.614674920115068e-06
12561.0,1.1993770234742362e-120
18306.0,0.03681989266879157
78913.0,1.0283179673840119e-22
38785.0,0.09873269054665733
13919.0,0.021096302462457712
59619.0,3.777222978858792e-05
17801.0,0.4299542906932481
11683.0,0.25095852922745554
50393.0,0.13174398167147225
1414.0,0.056311677705486014
49705.0,0.11164713495690555
11495.0,3.559807163846976e-12
74515.0,0.09903010778569539
87870.0,0.33430459884821345
18347.0,2.7649842528597493e-29
3854.0,0.18484822035636234
19733.0,0.13495498664574657
44194.0,3.358671439263289e-08
80652.0,0.054844280181771135
22356.0,0.5021428610526931
56887.0,0.11149749265800915
54654.0,0.579189264307158
81154.0,0.08643326396999379
60139.0,0.020676582457254334
49481.0,0.35177422635362443
13027.0,0.44695308223352154
6073.0,4.2086398892624384e-15
21221.0,2.8531107499505067e-30
78849.0,0.01747407473667794
98453.0,0.20049898348578804
43204.0,6.102693147759372e-12
49495.0,0.03836323323530644
50040.0,8.397052101587144e-12
62238.0,0.1659061923465859
96941.0,0.07628385251712103
51613.0,0.2005780325388178
28840.0,0.05242671648330533
88334.0,0.042903580459880276
40679.0,0.20626822476581344
91906.0,0.2423868718054946
61997.0,3.698841607945135e-23
96234.0,0.1821086855880132
35191.0,0.07502013132839391
99214.0,0.02100277778147777
94474.0,0.004928683613880952
70794.0,0.011826344073239526
96104.0,0.00020818946492579655
63209.0,9.385325940100324e-05
78212.0,0.2682078147152252
9699.0,0.4308014206795579
89800.0,0.13688607958090138
52248.0,0.20454165219237969
48960.0,0.034173365239023104
77980.0,0.36728066834154227
58769.0,0.03476669815462818
74585.0,0.08386604024436826
33294.0,0.13883527412861907
93240.0,1.9249851369547724e-14
27238.0,0.10073983344597265
2569.0,0.1414165330225329
51644.0,6.109746457017582e-09
48318.0,0.0016423815017640236
9421.0,0.3039080636974559
77916.0,0.005807060698656527
11814.0,1.3448759766233924e-05
61073.0,0.05372602041656522
64158.0,0.0776533649737283
2805.0,0.46151856199541746
72093.0,0.610828159512683
48104.0,0.1767324766178907
20668.0,0.42485613057271554
68085.0,0.5404630471127869
63923.0,0.04147611937347592
53517.0,0.14781702115402093
3104.0,0.1406358351695007
99805.0,0.08257902085546456
39359.0,0.016415575786902014
18783.0,0.08876373301263052
15511.0,0.011538164382332823
77153.0,0.001157550551129847
45019.0,0.00038847540706181817
85462.0,0.6888314648812875
96718.0,6.133889553990355e-82
34821.0,0.16131697391148883
22810.0,0.08990098215341824
93544.0,0.0652166378226053
35535.0,0.32568092271041604
65259.0,0.2075889535005078
75047.0,0.00016973661706929638
58877.0,0.40817232419286015
64070.0,0.5001416419073684
41996.0,0.013183552356580358
71713.0,4.227430588699762e-07
38718.0,5.252854466499602e-34
17155.0,0.14848237198448735
24713.0,0.5568999581733368
62892.0,0.15046953654760367
29011.0,0.09701809931449658
6645.0,0.21404455990390103
41304.0,2.5717239398012755e-35
58739.0,2.2646968082364837e-12
23285.0,0.18991377705456264
48191.0,0.1721163948755448
97795.0,0.0005771488627762579
6696.0,0.04405952306096484
64069.0,0.00015440072983349403
82691.0,0.4226714846032452
18615.0,0.2040079110739453
62684.0,1.3460845386907371e-49
9287.0,0.25466414653096686
6874.0,0.0
22369.0,0.16640257155345248
92953.0,0.46148736405866986
84842.0,2.347430056908176e-99
28468.0,0.041796137282707715
30792.0,0.011296184872219795
13171.0,0.6344622867519883
17252.0,1.1221195178970643e-69
40297.0,0.4608966300172097
98009.0,1.597373810528412e-10
15527.0,0.03839229519799269
7383.0,0.1433189877133706
5269.0,0.013916249737893413
31169.0,0.14024655884305318
23713.0,0.4630788699144664
93782.0,0.6321758475130049
33652.0,0.5819653770417521
50852.0,1.8525089006539105e-22
62065.0,0.15386612755611592
58026.0,0.2708896984650526
75285.0,0.26867208391414765
14705.0,0.023236898285954204
47071.0,0.11351914773024022
37161.0,1.8744080410084183e-12
77239.0,9.275870288249149e-58
24989.0,0.2637534682963951
90966.0,0.2611397666013755
76360.0,0.4776114309213916
94753.0,0.00014933117217015088
84592.0,0.02064379604831197
67471.0,0.002217889052422891
41794.0,3.13673450261138e-110
31485.0,0.0450111674157021
91545.0,0.16505247674954052
53221.0,0.6182591685031439
8201.0,1.613269985831958e-36
60467.0,0.42891477028661623
68016.0,0.8405798554298178
38784.0,0.3784275016947237
55226.0,0.2777564062675022
65209.0,0.30614574784971027
75408.0,0.013993800845679801
85243.0,0.026242501680659874
79788.0,0.17429436012252386
61994.0,0.12968210192959786
79195.0,0.14718770850789625
46240.0,0.14457702934526095
22216.0,0.035626934731033115
70954.0,0.11030022499773937
84807.0,0.011791665245565318
46536.0,0.18880020571749406
36753.0,0.009495708760388017
97859.0,0.18028744945741476
23760.0,2.8010335447312955e-36
85723.0,0.03557115384162743
64710.0,0.18348053329018718
27733.0,1.431887353931234e-06
81034.0,0.4905979266373704
12401.0,0.0001737382540327506
62556.0,0.30595729767362406
93553.0,0.20417557438920375
95020.0,0.03309093253791822
89411.0,0.03900097694269563
49025.0,0.06025097755784959
175.0,8.63075740482969e-12
41587.0,0.1434379918970787
95452.0,0.21680539385537548
66833.0,0.04156328904745603
35540.0,0.011491224863750116
27054.0,0.0499341043884558
73979.0,0.09681451594979501
86206.0,0.22030584055995575
44847.0,0.009213555409704012
3840.0,0.021437269258866628
61419.0,0.06256084047785918
41064.0,0.0021026077519967355
3234.0,0.04137323217602555
48912.0,0.487789103466515
14659.0,1.1424947498213738e-13
95329.0,6.536272220261323e-05
48199.0,0.3628613088298649
57661.0,0.13953234672292747
91561.0,0.04129241979223155
98545.0,0.00012426033839367236
64053.0,0.6890832575832234
44127.0,0.3447146129467034
