ID_CORRELATIVO,NB_None
47411.0,7.465101309876169e-11
39861.0,0.9999999982112513
38898.0,0.9999999972702085
50927.0,0.9999985878406245
32969.0,0.9999999994761879
89661.0,0.9999999993226538
12197.0,0.9999999948768732
71520.0,0.9999972093523014
59759.0,0.9999999991304662
36743.0,4.464370687392562e-50
10736.0,0.9999979886905285
5106.0,6.816090406195972e-07
44506.0,5.272348288671156e-10
47767.0,0.999999512865093
74686.0,0.999999587784458
63023.0,0.9999999949087055
13584.0,0.9999999975997298
317.0,0.9999999991480877
62570.0,0.9999997390979501
68244.0,0.9999999910209567
72881.0,0.9999999988152695
18280.0,0.9999999995754933
70682.0,0.9999999988725108
79902.0,0.9999999991698019
35073.0,2.142765854246871e-06
84331.0,0.9999996540561286
70921.0,4.353962983741715e-25
82245.0,0.9999999784008653
17714.0,0.9999999965190796
13993.0,0.9999999993390247
658.0,0.9999870432688268
33916.0,0.9996179571809268
92737.0,0.9999999978883238
22844.0,0.9998611806665566
93339.0,0.9999988842018269
29572.0,0.9999978468516008
24751.0,0.9999999930241188
37862.0,0.9999999983153884
26676.0,0.9999999966867108
8675.0,0.999999997148052
64245.0,0.9999838995568203
57248.0,0.9999999757953905
3531.0,0.9999999284556819
9834.0,0.999999998855742
74246.0,0.9999993959710997
56683.0,0.999998236463475
16847.0,0.9999999706686258
96617.0,0.9999999214627482
94167.0,0.13680808792550295
42800.0,0.9999999994682867
70106.0,0.9999999988251602
42486.0,3.1070080397822415e-105
78076.0,0.99716605821787
85819.0,0.9999999936413246
15786.0,1.5648034316082107e-07
61483.0,0.9999999949010316
25630.0,0.9999999983488692
22501.0,0.9999999957944965
92447.0,0.9999999675938517
13795.0,0.9999992428897169
57101.0,0.9999999980481107
55077.0,0.9997164882169168
47600.0,1.4666149781849247e-47
5924.0,7.3262054594935e-64
34900.0,0.9999999880845963
91990.0,0.9999999969504074
50268.0,1.2636445281037156e-05
66401.0,0.9999999975788114
18014.0,0.9999999124735307
20006.0,0.9999999984853503
55391.0,0.4432202224188869
40304.0,1.2114002564809259e-05
12832.0,0.9999999907394113
41746.0,0.9999999937917892
69384.0,1.9809829459214922e-82
56225.0,6.121238301798329e-38
46522.0,0.9999999942439786
59922.0,0.9999999985354293
48609.0,1.252415856542282e-13
77235.0,0.9999999987697379
8082.0,0.00032076803830708686
65539.0,1.2460141469387318e-48
39769.0,0.9999999991946993
96098.0,0.9999999955922476
86925.0,3.6353088370223423e-09
53370.0,0.9999999958525336
60773.0,0.999999996938925
47138.0,0.9999999741495461
44098.0,1.668352830598728e-23
61301.0,0.9999999957343562
38956.0,0.9999999685730363
7585.0,0.9999999992782023
14240.0,8.00694209214829e-226
49732.0,0.9999999944117235
48849.0,0.9999879048038351
72202.0,0.9999742941023725
14480.0,0.9999999981527594
33035.0,0.9999999538989084
43985.0,0.98435312466119
85217.0,0.9999999987105639
8121.0,0.9999996881701267
95484.0,0.9999883093536358
57781.0,0.9755638910337079
85281.0,0.9999998704253783
71928.0,0.9999999987261958
79044.0,0.9999999989201456
54020.0,5.105563516204157e-10
46617.0,0.9999999960420496
3924.0,0.999999981459496
76379.0,0.999999999321858
62379.0,0.9999993402612875
80390.0,0.999999998656449
95214.0,0.9999999249304806
24624.0,0.9998919992107469
89328.0,0.9999999992951984
85616.0,0.999999997851603
84393.0,0.9999997386180213
63954.0,0.999999997512532
20998.0,8.6956516305809e-32
42995.0,0.9999999987689421
67212.0,0.0022080797792682688
95562.0,0.9999976488573238
1869.0,0.9999999228055602
