ID_CORRELATIVO,adaboost_standard
47411.0,0.4821226650734847
39861.0,0.4985098324730005
38898.0,0.48994530728553365
50927.0,0.48495432499679264
32969.0,0.4888320575404785
89661.0,0.49328168831540664
12197.0,0.4915417149109609
71520.0,0.48996820223699533
59759.0,0.49554283791383574
36743.0,0.4845974947739563
10736.0,0.49178475195121224
5106.0,0.48999502376574855
44506.0,0.48119449827565147
47767.0,0.4862415565089087
74686.0,0.48612907297505203
63023.0,0.48790684901967135
13584.0,0.4956278769306846
317.0,0.493614787515359
62570.0,0.48329851908636867
68244.0,0.48947038251015496
72881.0,0.49510463874522226
18280.0,0.5122703243342073
70682.0,0.4916910403668233
79902.0,0.49519082271960474
35073.0,0.4814355828376483
84331.0,0.49907204101724173
70921.0,0.4810214166457445
82245.0,0.4950698556758085
17714.0,0.5044638017751659
13993.0,0.4955737141675439
658.0,0.4899495149310718
33916.0,0.4899024784853604
92737.0,0.49333289642660133
22844.0,0.48581969050227
93339.0,0.48411131857982315
29572.0,0.48298712406755745
24751.0,0.4879545687431628
37862.0,0.4957751070258758
26676.0,0.4920221403880326
8675.0,0.49227450818291185
64245.0,0.48999606406557605
57248.0,0.49155819869829326
3531.0,0.4882232793818839
9834.0,0.5008911730774176
74246.0,0.4921949750595677
56683.0,0.48908169183754696
16847.0,0.5029817352587245
96617.0,0.49738223343101584
94167.0,0.4868755499252286
42800.0,0.48926015854674587
70106.0,0.4962629372705851
42486.0,0.442185980772209
78076.0,0.4836443129779816
85819.0,0.4900964427109642
15786.0,0.4804540986242543
61483.0,0.49080111806376153
25630.0,0.49506589693424863
22501.0,0.49136313495416334
92447.0,0.49175864189700497
13795.0,0.4895487191929049
57101.0,0.4911114580316277
55077.0,0.4809905023600036
47600.0,0.4812990202404701
5924.0,0.48705687855208896
34900.0,0.5039598245146069
91990.0,0.49371261366689223
50268.0,0.49458990291577026
66401.0,0.49302671795558123
18014.0,0.49022095067504756
20006.0,0.49081112521894843
55391.0,0.48787204779479604
40304.0,0.4829325171230371
12832.0,0.4923249068032287
41746.0,0.4965375271937541
69384.0,0.4800533738522741
56225.0,0.48353101411535826
46522.0,0.4900523703592571
59922.0,0.4961211731698589
48609.0,0.43820963449636824
77235.0,0.4930215459235989
8082.0,0.48479507339274164
65539.0,0.4863239361061691
39769.0,0.49597296899089416
96098.0,0.48977510623348774
86925.0,0.4932466158131481
53370.0,0.4984882653965134
60773.0,0.4940320775343948
47138.0,0.49268859014588434
44098.0,0.48456828845426214
61301.0,0.49482651338345973
38956.0,0.4903897392117364
7585.0,0.49585479497077795
14240.0,0.4760380103952227
49732.0,0.4903005650927028
48849.0,0.49197607810534105
72202.0,0.49786902745101436
14480.0,0.502430346825842
33035.0,0.4888107238841877
43985.0,0.4920462803650266
85217.0,0.49972461328455664
8121.0,0.4926546694959875
95484.0,0.4921325502722755
57781.0,0.4870669962357452
85281.0,0.4866633701372374
71928.0,0.49035750474575207
79044.0,0.48905759088145456
54020.0,0.4869679348782893
46617.0,0.4932096573556867
3924.0,0.49135791442429727
76379.0,0.49776369075525884
62379.0,0.49162564062334374
80390.0,0.4974132855835343
95214.0,0.49733626296980243
24624.0,0.48570092303002693
89328.0,0.49969583592048933
85616.0,0.497060273294963
84393.0,0.49048557885746663
63954.0,0.48830596622297123
20998.0,0.47951688524440056
42995.0,0.4881743542166544
67212.0,0.48447056718029413
95562.0,0.484530314192124
1869.0,0.4952888951931571
81929.0,0.49425856341573005
72552.0,0.4896472776927228
34425.0,0.49072826374140793
83123.0,0.4969233978243671
90228.0,0.4953467594770969
27741.0,0.4941477228353318
53991.0,0.5001334310780169
15167.0,0.4862653409752853
29006.0,0.4931295758277714
86461.0,0.48837047693587876
22615.0,0.491650593625011
90108.0,0.489155279229207
12561.0,0.4837432768117679
18306.0,0.48426554439585523
78913.0,0.48995975521344676
38785.0,0.4911809419533771
13919.0,0.4830636865386129
59619.0,0.4897089422298071
17801.0,0.49743775721423195
11683.0,0.49317584150070304
50393.0,0.49399247518057443
1414.0,0.4916153687899634
49705.0,0.4905995942517167
11495.0,0.48218678082240213
74515.0,0.4957931398899724
87870.0,0.4971034380970059
18347.0,0.483682773587263
3854.0,0.492238221057857
19733.0,0.49210610723179965
