ID_CORRELATIVO,RF_standard
47411.0,0.0040734126984126985
39861.0,0.2486050977098267
38898.0,0.05879805404887075
50927.0,0.024632461492755612
32969.0,0.01759645386952288
89661.0,0.11338601990507302
12197.0,0.03155433258811874
71520.0,0.008800559190519067
59759.0,0.23292384694602267
36743.0,0.013499074999075
10736.0,0.09032058682058682
5106.0,0.04208552760653599
44506.0,0.011868446368446368
47767.0,0.018095839345839346
74686.0,0.03221607526460466
63023.0,0.026115113590113592
13584.0,0.19266535037024773
317.0,0.041372953613694675
62570.0,0.008935425685425685
68244.0,0.030516125149224717
72881.0,0.22268304093990204
18280.0,0.8590600633701432
70682.0,0.02513623635429159
79902.0,0.15928155645358477
35073.0,0.003187830687830688
84331.0,0.41724682470800956
70921.0,0.010143633656791553
82245.0,0.16662729348540206
17714.0,0.7010562453740812
13993.0,0.591106594537841
658.0,0.018088669259579134
33916.0,0.02090141574843677
92737.0,0.1715270244575136
22844.0,0.02928516853516853
93339.0,0.0656173510585275
29572.0,0.08429906204906201
24751.0,0.020182201809769814
37862.0,0.3299047112097727
26676.0,0.1422383208720501
8675.0,0.36068927257987027
64245.0,0.032853479610478506
57248.0,0.4875192360496472
3531.0,0.007222703222703223
9834.0,0.6408535129755674
74246.0,0.14398139743335825
56683.0,0.045192498935532975
16847.0,0.8466908735800376
96617.0,0.6602889083068844
94167.0,0.02900320975320976
42800.0,0.0384542585637267
70106.0,0.23820963832025394
42486.0,0.13549440047969466
78076.0,0.016765909471791823
85819.0,0.008087316154934404
15786.0,0.0052579365079365075
61483.0,0.05377532484595834
25630.0,0.15247613702651858
22501.0,0.08823689383050118
92447.0,0.041487645236579586
13795.0,0.08815282208138786
57101.0,0.08598578874930723
55077.0,0.01867408006223795
47600.0,0.0024761904761904764
5924.0,0.027384800384800383
34900.0,0.6785338436926375
91990.0,0.1582616946251397
50268.0,0.15049618959758276
66401.0,0.02265254088534195
18014.0,0.026578576380046966
20006.0,0.06184186677922943
55391.0,0.01651080618727677
40304.0,0.00414918414918415
12832.0,0.08547078653976141
41746.0,0.13764113444960993
69384.0,0.02367315092315092
56225.0,0.0085483682983683
46522.0,0.0975051187079313
59922.0,0.40291356283224355
48609.0,0.048844012469012474
77235.0,0.22433417849071602
8082.0,0.022963018463018466
65539.0,0.00517917267917268
39769.0,0.17789875852556472
96098.0,0.020737390740943332
86925.0,0.11389752767012844
53370.0,0.26669612161594214
60773.0,0.13678869790130496
47138.0,0.07828343893263244
44098.0,0.021617257742257746
61301.0,0.10924094460030923
38956.0,0.004973033790056854
7585.0,0.367043072079148
14240.0,0.023591491841491844
49732.0,0.0071233794799048025
48849.0,0.17158825038866385
72202.0,0.5748898635501135
14480.0,0.9447670788751393
33035.0,0.18873699502390873
43985.0,0.05304953964164489
85217.0,0.8365135849203134
8121.0,0.10949219983796724
95484.0,0.1470948252738871
57781.0,0.07607238186649953
85281.0,0.015595858662035136
71928.0,0.021421218112388438
79044.0,0.17918198367127638
54020.0,0.20499034299034308
46617.0,0.19682109462194564
3924.0,0.19354621475016223
76379.0,0.5848949963000659
62379.0,0.08606451872883726
80390.0,0.1740038607486371
95214.0,0.19700364835325712
24624.0,0.0418248741998742
89328.0,0.6510647264030048
