ID_CORRELATIVO,MLP_standard
47411.0,0.0027205730198274405
39861.0,0.32925965951811376
38898.0,0.1654961476522677
50927.0,0.06075805530332629
32969.0,0.013952471849811276
89661.0,0.13127690563878408
12197.0,0.07094860656620183
71520.0,0.0020200816466354405
59759.0,0.4747117700968875
36743.0,0.013031775264009738
10736.0,0.10918867475671935
5106.0,0.003797058993819442
44506.0,0.0016771902676369628
47767.0,0.022354105033346554
74686.0,0.031177421761955742
63023.0,0.00408277263409839
13584.0,0.21183773730744995
317.0,0.03372884118587002
62570.0,5.2025276393735153e-05
68244.0,0.03447558773074777
72881.0,0.2186982195264595
18280.0,0.8566702327710628
70682.0,0.05919456408058792
79902.0,0.17921729654263532
35073.0,0.0020608187397175657
84331.0,0.3440054446942769
70921.0,0.0022835051159401064
82245.0,0.1648768647928528
17714.0,0.7004142892368971
13993.0,0.14616106172068777
658.0,0.003175697794456692
33916.0,0.0028902170534735733
92737.0,0.15215847983361436
22844.0,0.05462726364268272
93339.0,0.08222320544918288
29572.0,0.07607424046807042
24751.0,0.003958631848822722
37862.0,0.12893065715883517
26676.0,0.09878070932514285
8675.0,0.19431157129083318
64245.0,0.15522547189672242
57248.0,0.5940555416877196
3531.0,0.0011853366261140648
9834.0,0.5235462184852736
74246.0,0.4835102293412769
56683.0,0.0937184535097824
16847.0,0.8925425036560151
96617.0,0.4925126677711322
94167.0,0.0355477816722839
42800.0,0.031427066061919924
70106.0,0.3234373492315178
42486.0,0.09323199350091128
78076.0,0.004339273901267016
85819.0,0.063572633758461
15786.0,0.0033628932935299482
61483.0,0.03805422084348195
25630.0,0.2143330993640657
22501.0,0.12191022608010434
92447.0,0.01566966185151897
13795.0,0.14001551532481565
57101.0,0.04571113701786379
55077.0,0.006541697940257012
47600.0,0.0039045376150690213
5924.0,0.049756123857092556
34900.0,0.5975915249509134
91990.0,0.084635983494471
50268.0,0.1809879968358277
66401.0,0.06395075051057578
18014.0,0.009013774829609987
20006.0,0.06671484297713003
55391.0,0.11845754659685713
40304.0,0.00895778252495112
12832.0,0.03376535073055795
41746.0,0.03193842800629485
69384.0,0.009213092084355974
56225.0,0.0024558732651196397
46522.0,0.08840059307195094
59922.0,0.3046279725938016
48609.0,0.0013783420531160778
77235.0,0.12938423471031651
8082.0,0.05503583342173174
65539.0,0.01877807873264493
39769.0,0.20129610860232788
96098.0,0.06558503620121335
86925.0,0.12670322708230505
53370.0,0.3254530805930217
60773.0,0.13024582123963294
47138.0,0.05114474173199483
44098.0,0.012334073618912806
61301.0,0.10727962167303545
38956.0,0.0011288833880323127
7585.0,0.3153071379236311
14240.0,8.143766990569644e-07
49732.0,0.0023344207133082083
48849.0,0.13429351822586943
72202.0,0.30977741802612185
14480.0,0.9671599177699888
33035.0,0.04745652775127851
43985.0,0.05007454899163637
85217.0,0.6759536468619718
8121.0,0.11117252518054131
95484.0,0.07948994186241864
57781.0,0.011645191710853533
85281.0,0.02475683625986573
71928.0,0.0036121077479602643
79044.0,0.04926934308157398
54020.0,0.11135814553713708
46617.0,0.0721784957442524
3924.0,0.20947729705118456
76379.0,0.49153645893194486
62379.0,0.06233434927737042
80390.0,0.15764977478927097
95214.0,0.18845817989106284
24624.0,0.017381643629545335
89328.0,0.6342035520483352
85616.0,0.09874519405492645
84393.0,0.10383190302096873
63954.0,0.011235261850529768
20998.0,0.0010407922095851717
42995.0,0.09040651633752285
67212.0,0.029583712735246
95562.0,0.004524218897972906
1869.0,0.8097546180269192
81929.0,0.10963834339448604
72552.0,0.06125959782594852
34425.0,0.04743549463440764
83123.0,0.3581189211616124
90228.0,0.166352988323028
27741.0,0.4208867500810608
53991.0,0.6880764558687299
15167.0,0.08855563871124159
29006.0,0.589137746673338
86461.0,0.15632656343587106
22615.0,0.02128627386111007
90108.0,0.13968012447610997
12561.0,0.007926300408491781
18306.0,0.10330575459545946
78913.0,0.1618255620977869
38785.0,0.11232703077710225
13919.0,0.0005539478500726371
59619.0,0.10641798769337624
17801.0,0.5297530052087019
11683.0,0.13430418414661072
50393.0,0.02094231993865372
1414.0,0.06716686455304362
49705.0,0.13646284993088076
11495.0,0.005744363030343445
74515.0,0.2019981962413857
87870.0,0.3686487611803447
18347.0,0.011087310365635308
3854.0,0.6280957619408887
19733.0,0.055102435513268794
44194.0,8.056856022479182e-06
80652.0,0.02355477266467702
22356.0,0.3023216158227424
56887.0,0.04953370437793245
54654.0,0.9538480900483176
81154.0,0.7140439160586293
