ID_CORRELATIVO,KNN2_standard
47411.0,0.0
39861.0,0.0
38898.0,0.0
50927.0,0.0
32969.0,0.0
89661.0,0.0
12197.0,0.0
71520.0,0.0
59759.0,0.5
36743.0,0.0
10736.0,0.0
5106.0,0.0
44506.0,0.0
47767.0,0.0
74686.0,0.0
63023.0,0.0
13584.0,0.0
317.0,0.0
62570.0,0.0
68244.0,0.0
72881.0,0.5
18280.0,1.0
70682.0,0.0
79902.0,0.0
35073.0,0.0
84331.0,0.5
70921.0,0.0
82245.0,0.0
17714.0,1.0
13993.0,1.0
658.0,0.0
33916.0,0.0
92737.0,0.0
22844.0,0.0
93339.0,0.0
29572.0,0.0
24751.0,0.0
37862.0,0.5
26676.0,0.0
8675.0,1.0
64245.0,0.0
57248.0,1.0
3531.0,0.5
9834.0,0.5
74246.0,0.0
56683.0,0.5
16847.0,1.0
96617.0,0.5
94167.0,0.0
42800.0,0.0
70106.0,0.0
42486.0,0.0
78076.0,0.0
85819.0,0.0
15786.0,0.0
61483.0,0.0
25630.0,0.0
22501.0,0.0
92447.0,0.0
13795.0,0.0
57101.0,0.0
55077.0,0.0
47600.0,0.0
5924.0,0.0
34900.0,1.0
91990.0,0.0
50268.0,0.0
66401.0,0.0
18014.0,0.5
20006.0,0.0
55391.0,0.5
40304.0,0.0
12832.0,0.0
41746.0,0.0
69384.0,0.0
56225.0,0.0
46522.0,0.0
59922.0,1.0
48609.0,0.0
77235.0,0.0
8082.0,0.0
65539.0,0.0
39769.0,0.0
96098.0,0.0
86925.0,0.0
53370.0,0.0
60773.0,0.0
47138.0,0.0
44098.0,0.0
61301.0,0.0
38956.0,0.0
7585.0,0.5
14240.0,0.0
49732.0,0.0
48849.0,0.5
72202.0,0.5
14480.0,1.0
33035.0,0.5
43985.0,0.0
85217.0,1.0
8121.0,0.0
95484.0,0.0
57781.0,0.0
85281.0,0.0
71928.0,0.0
79044.0,0.5
54020.0,0.5
46617.0,0.5
3924.0,0.0
76379.0,0.5
62379.0,0.0
80390.0,0.0
95214.0,0.0
24624.0,0.0
89328.0,0.5
85616.0,0.0
84393.0,0.0
63954.0,0.0
20998.0,0.0
42995.0,0.5
67212.0,0.0
95562.0,0.0
1869.0,1.0
81929.0,0.0
72552.0,0.0
34425.0,0.5
83123.0,0.5
90228.0,0.0
27741.0,0.0
53991.0,0.5
15167.0,0.0
29006.0,1.0
86461.0,0.0
22615.0,0.0
90108.0,0.0
12561.0,0.0
18306.0,0.0
78913.0,0.0
38785.0,0.0
13919.0,0.0
59619.0,0.0
17801.0,0.5
11683.0,0.0
50393.0,0.0
1414.0,0.0
49705.0,0.5
11495.0,0.0
74515.0,0.0
87870.0,0.0
18347.0,0.0
3854.0,0.5
19733.0,0.0
44194.0,0.0
80652.0,0.0
22356.0,0.0
56887.0,0.0
54654.0,1.0
81154.0,1.0
60139.0,0.0
49481.0,0.5
13027.0,0.0
6073.0,0.0
21221.0,0.0
78849.0,0.0
98453.0,0.0
43204.0,0.0
49495.0,0.0
50040.0,0.0
62238.0,0.0
96941.0,0.0
51613.0,0.5
28840.0,0.0
88334.0,0.0
40679.0,0.0
91906.0,0.5
61997.0,0.0
96234.0,0.5
35191.0,0.0
99214.0,0.0
94474.0,0.0
70794.0,0.0
96104.0,0.0
63209.0,0.0
78212.0,0.0
9699.0,0.5
89800.0,0.0
52248.0,0.0
48960.0,0.0
77980.0,0.5
58769.0,0.0
74585.0,0.0
33294.0,0.0
93240.0,0.0
27238.0,0.0
2569.0,0.0
51644.0,0.0
48318.0,0.0
9421.0,0.0
77916.0,0.0
11814.0,0.0
61073.0,0.0
64158.0,0.0
2805.0,0.5
72093.0,1.0
48104.0,0.0
20668.0,1.0
68085.0,1.0
63923.0,0.0
53517.0,0.5
3104.0,0.0
99805.0,0.0
39359.0,0.0
18783.0,0.0
15511.0,0.0
77153.0,0.0
45019.0,0.0
85462.0,1.0
96718.0,0.0
34821.0,0.0
22810.0,0.0
93544.0,0.0
35535.0,0.5
65259.0,0.0
75047.0,0.0
58877.0,0.5
64070.0,1.0
41996.0,0.0
71713.0,0.0
38718.0,1.0
17155.0,0.0
24713.0,0.5
62892.0,0.5
29011.0,0.0
6645.0,0.5
41304.0,0.5
58739.0,0.0
23285.0,1.0
48191.0,0.5
97795.0,0.0
6696.0,0.0
64069.0,0.0
82691.0,0.0
18615.0,0.0
62684.0,0.0
9287.0,0.0
6874.0,0.0
22369.0,0.5
92953.0,0.5
84842.0,0.0
28468.0,0.0
30792.0,0.0
13171.0,0.5
17252.0,0.0
40297.0,0.5
98009.0,0.0
15527.0,0.0
7383.0,0.0
5269.0,0.0
31169.0,0.0
23713.0,0.0
93782.0,0.0
33652.0,1.0
50852.0,0.0
62065.0,0.0
58026.0,0.5
75285.0,0.5
14705.0,0.0
47071.0,0.5
37161.0,0.5
77239.0,0.0
24989.0,0.0
90966.0,0.0
76360.0,0.5
94753.0,0.0
84592.0,0.0
67471.0,0.0
41794.0,0.0
31485.0,0.0
91545.0,0.0
53221.0,1.0
8201.0,0.0
60467.0,1.0
68016.0,1.0
38784.0,0.0
55226.0,0.0
65209.0,1.0
75408.0,0.0
85243.0,0.0
79788.0,0.0
61994.0,0.0
79195.0,0.0
46240.0,0.0
22216.0,0.0
70954.0,0.5
84807.0,0.0
46536.0,0.0
36753.0,0.0
97859.0,0.0
23760.0,0.0
85723.0,0.0
64710.0,1.0
27733.0,0.5
81034.0,1.0
12401.0,0.0
62556.0,0.5
93553.0,0.0
95020.0,0.0
89411.0,1.0
49025.0,0.0
175.0,0.0
41587.0,0.0
95452.0,0.0
66833.0,0.0
35540.0,0.0
27054.0,0.0
73979.0,0.5
86206.0,0.0
44847.0,0.0
3840.0,0.0
61419.0,0.0
41064.0,0.0
3234.0,0.0
48912.0,0.0
14659.0,0.0
95329.0,0.0
48199.0,1.0
57661.0,0.0
91561.0,0.0
98545.0,0.0
64053.0,0.5
44127.0,1.0
19986.0,0.0
50281.0,0.0
23864.0,0.0
10807.0,0.0
46633.0,0.5
22081.0,1.0
58024.0,1.0
43243.0,0.0
87491.0,0.0
8098.0,0.0
15691.0,0.0
92195.0,0.0
89981.0,0.0
61666.0,0.0
59887.0,0.0
72746.0,0.0
97844.0,0.5
66080.0,0.5
35864.0,0.5
91618.0,0.0
63875.0,0.0
12653.0,0.5
82407.0,1.0
60272.0,0.0
45986.0,0.0
40088.0,0.0
30671.0,0.5
47115.0,0.0
87106.0,0.5
18985.0,0.0
78531.0,0.0
99309.0,1.0
30856.0,0.0
57429.0,0.0
90844.0,0.5
61193.0,0.0
61960.0,0.0
27310.0,0.0
85688.0,0.0
13849.0,0.0
20923.0,0.5
81184.0,0.0
92660.0,0.0
52780.0,0.0
58352.0,0.0
84217.0,1.0
18894.0,0.0
2060.0,0.0
49450.0,0.0
16422.0,0.5
63949.0,0.5
14806.0,0.0
54228.0,0.0
47189.0,0.0
52562.0,1.0
87245.0,0.5
37544.0,0.5
30325.0,0.5
27069.0,0.0
65802.0,0.0
64416.0,0.0
22027.0,0.0
65273.0,0.0
28436.0,1.0
61160.0,0.0
32883.0,0.0
64263.0,0.0
3036.0,0.0
1394.0,0.0
15909.0,0.5
33028.0,0.5
94431.0,1.0
54780.0,0.0
43674.0,0.0
73620.0,0.0
75024.0,1.0
98242.0,0.5
8382.0,1.0
9870.0,0.5
77482.0,0.0
93661.0,0.0
61203.0,0.0
65157.0,0.0
6978.0,0.0
17470.0,0.0
53031.0,0.0
37506.0,0.5
5012.0,0.5
2994.0,0.5
17970.0,0.0
78783.0,0.0
20016.0,0.0
12503.0,0.0
61154.0,0.0
12861.0,0.0
67373.0,0.0
48455.0,0.0
6505.0,0.0
61490.0,0.0
54247.0,0.5
5795.0,0.0
28306.0,0.0
85714.0,0.0
82657.0,0.0
44030.0,0.0
65255.0,0.0
64927.0,0.0
75324.0,0.0
6857.0,0.5
11287.0,1.0
35241.0,0.0
34242.0,0.0
69085.0,0.0
71311.0,0.0
36269.0,0.0
14738.0,0.5
549.0,0.0
3479.0,0.0
80866.0,0.5
92323.0,0.0
43887.0,0.0
85023.0,0.0
97922.0,0.0
16440.0,0.0
69117.0,0.0
25539.0,0.0
12828.0,0.0
89828.0,0.0
25600.0,0.0
24291.0,0.0
63983.0,0.5
67518.0,0.0
82104.0,0.5
29260.0,0.0
40004.0,0.0
65199.0,0.5
76117.0,0.0
93827.0,0.0
29395.0,0.0
86252.0,0.5
40938.0,0.0
24209.0,0.0
24037.0,0.0
80880.0,0.0
33040.0,0.0
52215.0,0.0
38125.0,1.0
13173.0,0.0
65774.0,0.0
16691.0,0.0
71372.0,0.0
33821.0,0.0
90285.0,0.0
8425.0,0.0
36687.0,0.0
78613.0,0.5
23269.0,0.0
65699.0,0.0
99079.0,0.0
45348.0,0.0
40929.0,0.0
3792.0,0.5
46357.0,0.0
62600.0,0.0
23863.0,0.0
77937.0,0.0
335.0,0.0
60070.0,0.0
13973.0,0.0
45656.0,0.0
18176.0,0.0
5930.0,0.0
86954.0,0.0
64225.0,0.0
72124.0,0.0
2108.0,0.0
44109.0,1.0
16923.0,0.0
70941.0,0.0
83294.0,0.0
78522.0,0.0
95018.0,0.0
96818.0,0.0
27237.0,0.0
84772.0,1.0
41563.0,0.5
73476.0,0.0
72352.0,0.0
79414.0,0.5
60076.0,0.0
80745.0,0.0
86202.0,0.0
16667.0,0.0
61215.0,0.0
3297.0,0.0
3700.0,0.0
70352.0,0.0
72752.0,0.5
16377.0,1.0
455.0,0.0
16803.0,0.0
45698.0,0.5
13350.0,0.5
76081.0,0.5
77878.0,0.0
72854.0,0.0
36377.0,0.0
64828.0,0.0
5048.0,0.0
20341.0,0.5
93214.0,0.0
70114.0,0.0
22778.0,0.0
24111.0,0.5
91002.0,0.5
41036.0,0.0
84784.0,1.0
77981.0,0.5
62877.0,0.5
75883.0,0.0
65815.0,0.0
9256.0,0.0
43407.0,0.5
2531.0,1.0
27887.0,0.0
12062.0,0.0
20044.0,0.5
65756.0,0.5
93096.0,0.0
22795.0,0.5
87212.0,0.0
35969.0,0.0
16574.0,0.5
86765.0,0.5
15941.0,0.0
90109.0,1.0
48087.0,0.0
58303.0,0.0
94111.0,0.5
58882.0,0.5
68501.0,0.5
15523.0,0.0
32550.0,0.5
66142.0,0.0
34097.0,0.0
65169.0,0.0
97085.0,0.0
56165.0,1.0
86685.0,0.0
70155.0,0.0
94728.0,1.0
18780.0,0.0
94486.0,0.0
39723.0,0.0
53398.0,0.0
49177.0,0.0
61923.0,0.5
72622.0,1.0
78582.0,0.0
55627.0,0.0
52808.0,1.0
26623.0,0.0
