ID_CORRELATIVO,gbm_standard
47411.0,0.009852091797762396
39861.0,0.4021585562270546
38898.0,0.03732066242984445
50927.0,0.04615721569031028
32969.0,0.03865860510274007
89661.0,0.13316243993267618
12197.0,0.06588240988846578
71520.0,0.031319360687389886
59759.0,0.30672256958047833
36743.0,0.019315125831615466
10736.0,0.11268480119698894
5106.0,0.05803006223934137
44506.0,0.009282973109995292
47767.0,0.03703490968510356
74686.0,0.04358615341586367
63023.0,0.022782790928236568
13584.0,0.1963676034579678
317.0,0.1449569977159701
62570.0,0.02186101254458141
68244.0,0.04160492507243253
72881.0,0.29238719554658926
18280.0,0.9288728536110276
70682.0,0.057099387241003094
79902.0,0.2111928013799737
35073.0,0.009669445599316607
84331.0,0.2525000696070147
70921.0,0.012520159109247985
82245.0,0.1936099767101002
17714.0,0.652065231566786
13993.0,0.3010001879854355
658.0,0.047190844756310295
33916.0,0.035865383228896916
92737.0,0.1374885835240867
22844.0,0.03829582455519523
93339.0,0.0436731871727849
29572.0,0.021931577734198657
24751.0,0.038433993852996014
37862.0,0.2671037065682732
26676.0,0.10133600699562778
8675.0,0.12808810824150166
64245.0,0.07193451633575124
57248.0,0.2678378943173926
3531.0,0.012868367375849296
9834.0,0.6057471020972399
74246.0,0.1617261737516168
56683.0,0.06166229273799456
16847.0,0.8618099604651099
96617.0,0.49836279723057714
94167.0,0.03288929663397624
42800.0,0.0477515545858742
70106.0,0.346315113959171
42486.0,0.14522419438612846
78076.0,0.03730145111300005
85819.0,0.05790363820169135
15786.0,0.016520163470697687
61483.0,0.06924700633803259
25630.0,0.18409654473345158
22501.0,0.09547196767629247
92447.0,0.10820397028663449
13795.0,0.06761060428274587
57101.0,0.14105148279829444
55077.0,0.018872982986943815
47600.0,0.013060771869179803
5924.0,0.03551625962024829
34900.0,0.7834127247821363
91990.0,0.16745488569953612
50268.0,0.14151034375353472
66401.0,0.10932677198248207
18014.0,0.051892873663116956
20006.0,0.07192912531596721
55391.0,0.027527980411477807
40304.0,0.02055283467436222
12832.0,0.1133633618133847
41746.0,0.24267810950284543
69384.0,0.009717696933900084
56225.0,0.022575761133043905
46522.0,0.07726234781918041
59922.0,0.264032730971845
48609.0,0.016252488060606706
77235.0,0.21894673376046533
8082.0,0.02824050914260727
65539.0,0.02914767266133988
39769.0,0.23151316743569622
96098.0,0.09209923714072922
86925.0,0.26268263040043255
53370.0,0.4444079630102201
60773.0,0.1415914053501793
47138.0,0.10750598058413892
44098.0,0.017232057991988108
61301.0,0.21534402645506381
38956.0,0.04178628026938878
7585.0,0.42350014846688694
14240.0,0.0449253927764214
49732.0,0.034184992646347785
48849.0,0.11902265601684482
72202.0,0.4333757145812853
14480.0,0.8702440613678529
33035.0,0.04388901023882235
43985.0,0.07881921422459331
85217.0,0.7844601927095224
8121.0,0.10958290339645879
95484.0,0.19148891286065023
57781.0,0.06371788684988522
85281.0,0.03584879020635112
71928.0,0.04898332861955767
79044.0,0.04911228348116625
54020.0,0.04567882922957112
46617.0,0.10372833163541115
3924.0,0.20330367920957448
76379.0,0.4263589791661749
62379.0,0.054535355785033254
80390.0,0.2752154812800769
95214.0,0.2215563958141445
24624.0,0.03656225150143314
89328.0,0.6007426449050391
85616.0,0.2044837635822409
84393.0,0.08556251162735014
63954.0,0.03734120993704723
20998.0,0.009061923500300217
42995.0,0.05600341919717843
67212.0,0.02954355003636618
95562.0,0.012160309863339961
1869.0,0.386704111335509
81929.0,0.12520717532975992
72552.0,0.05983269775768514
34425.0,0.05887019644740371
83123.0,0.465149027435323
90228.0,0.1816159900570684
27741.0,0.2679487719970774
53991.0,0.8317139332567193
15167.0,0.04182716089083655
29006.0,0.32255666849569903
86461.0,0.05575201897790355
22615.0,0.05828118729081817
90108.0,0.06774639845713003
12561.0,0.022967050745126203
18306.0,0.02949726024356149
78913.0,0.062277880899897844
38785.0,0.07712955173806987
13919.0,0.01786191506370686
59619.0,0.0655159055114624
17801.0,0.49639774752704885
11683.0,0.248555562815275
50393.0,0.08429344472366328
1414.0,0.06152641878654401
49705.0,0.10455333086701304
11495.0,0.01568359973846734
74515.0,0.40535312798267964
87870.0,0.28632467146547447
18347.0,0.018850452488842855
3854.0,0.2778741796973885
19733.0,0.09551006317076982
44194.0,0.021563985436542584
80652.0,0.039332351566660435
22356.0,0.3959451230388198
56887.0,0.10201279248346597
54654.0,0.7867022152214483
81154.0,0.44536468164372744
60139.0,0.008819473572150972
49481.0,0.42684391603358407
13027.0,0.5017591829243935
6073.0,0.09297494812645565
21221.0,0.012497545931284092
78849.0,0.006548444617979608
98453.0,0.12346279242904289
43204.0,0.04364260384236541
49495.0,0.031257347256304344
50040.0,0.06611612092577987
62238.0,0.03146908751304469
96941.0,0.07658241766083981
51613.0,0.13986348533432502
28840.0,0.03159573165372679
88334.0,0.022349976276826413
40679.0,0.13154753933082172
91906.0,0.4539167718014107
61997.0,0.04136399838380664
96234.0,0.20979913975572992
35191.0,0.06007951816221663
99214.0,0.018930882080655652
94474.0,0.10502161421547958
70794.0,0.014183152503049424
96104.0,0.16578952452599646
63209.0,0.03643896063102318
78212.0,0.08933096647478488
9699.0,0.4468780304284801
89800.0,0.12059539200630938
52248.0,0.31650438838373146
48960.0,0.03582341626022151
77980.0,0.2609081313379935
58769.0,0.036399740174830456
74585.0,0.06004632635371688
33294.0,0.13192462446723652
93240.0,0.04267702653058184
27238.0,0.06674987241206225
2569.0,0.08918456243046112
51644.0,0.09230981369113697
48318.0,0.0703904861601619
9421.0,0.12214543894886781
77916.0,0.015085694305808039
11814.0,0.014172090660561179
61073.0,0.009572959731344342
64158.0,0.09074705038106898
2805.0,0.5536176386790511
72093.0,0.7247580699760792
48104.0,0.1717500670015621
20668.0,0.48715818545936795
68085.0,0.680726399381573
63923.0,0.05882749329714835
53517.0,0.06605050112013701
3104.0,0.09396470483935355
99805.0,0.03925809243474472
39359.0,0.028480196100741467
18783.0,0.09863413188298312
15511.0,0.005652185202737006
77153.0,0.058696222292419116
45019.0,0.06355131095477809
85462.0,0.7141817088820254
96718.0,0.01332764494454834
34821.0,0.10227864891626637
22810.0,0.024193216982119507
93544.0,0.1354327630367779
35535.0,0.34938156566311834
65259.0,0.41971520658929645
75047.0,0.1039640909825056
58877.0,0.16769500148647318
64070.0,0.4571176347977224
41996.0,0.014312343540508667
71713.0,0.011216574849309425
38718.0,0.8699446526952374
17155.0,0.1298562517752545
24713.0,0.37070235448828665
62892.0,0.16203313753126056
29011.0,0.04147647008581423
6645.0,0.24810608913928187
41304.0,0.052511104077554306
58739.0,0.08046695287029665
23285.0,0.2580289780605676
48191.0,0.14165347506352624
97795.0,0.019132618114464536
6696.0,0.034222350993084155
64069.0,0.026405935874338916
82691.0,0.3714201775167675
18615.0,0.09283020682291972
62684.0,0.022208994592440193
9287.0,0.032395928546535856
6874.0,0.1656724693881642
22369.0,0.035448484900089776
92953.0,0.5421267883059747
84842.0,0.030916187147456142
28468.0,0.026661513197926277
30792.0,0.006975074985279821
13171.0,0.3823546492740498
17252.0,0.009329870912907478
40297.0,0.5164462777576375
98009.0,0.018742751877810965
15527.0,0.030311869383488076
7383.0,0.11789114998648086
5269.0,0.02699366198944168
31169.0,0.14068259343182862
23713.0,0.38672043470243156
93782.0,0.511359125622615
33652.0,0.7500180036077905
50852.0,0.020462063259936502
62065.0,0.11411568910413547
58026.0,0.1590241970374988
75285.0,0.35116497166471805
14705.0,0.019967182663766972
47071.0,0.10308451797282761
37161.0,0.2046430530851921
77239.0,0.07931925637083936
24989.0,0.18798390691527866
