ID_CORRELATIVO,lgbm_standard
47411.0,0.18869243515076875
39861.0,0.3692178100478987
38898.0,0.203846220766931
50927.0,0.22413505131709086
32969.0,0.27857545674860423
89661.0,0.37389146404061496
12197.0,0.2264021881202011
71520.0,0.19530942505446452
59759.0,0.32464624131192454
36743.0,0.1882225191877123
10736.0,0.2837700645569346
5106.0,0.211175906834591
44506.0,0.1882225191877123
47767.0,0.23566553734110668
74686.0,0.2269066293932567
63023.0,0.19226406389863843
13584.0,0.3375077948688272
317.0,0.31287958654943443
62570.0,0.2050640878248847
68244.0,0.22387279663338
72881.0,0.32924462862593384
18280.0,0.6692544464664989
70682.0,0.2050846184098035
79902.0,0.4121632282603928
35073.0,0.18893625051219293
84331.0,0.4891404583028658
70921.0,0.1882225191877123
82245.0,0.31349662681464735
17714.0,0.566152408454729
13993.0,0.4539499325470058
658.0,0.19607193000558676
33916.0,0.18940488741615247
92737.0,0.33689738623738263
22844.0,0.2207635351724992
93339.0,0.22413505131709086
29572.0,0.2052266438095716
24751.0,0.19607193000558676
37862.0,0.41054697184493677
26676.0,0.2416218050499302
8675.0,0.37690617714630575
64245.0,0.2264021881202011
57248.0,0.24271499768121493
3531.0,0.19198536734311192
9834.0,0.4539499325470058
74246.0,0.31594233227760055
56683.0,0.23717343262273766
16847.0,0.7676253805408433
96617.0,0.481220066954645
94167.0,0.20447267198203078
42800.0,0.27857545674860423
70106.0,0.46482817360195267
42486.0,0.21100789350102744
78076.0,0.20013046779950192
85819.0,0.2264021881202011
15786.0,0.215608808802998
61483.0,0.23324126487578417
25630.0,0.30791882493903605
22501.0,0.23248038435804738
92447.0,0.24727131632906518
13795.0,0.2264021881202011
57101.0,0.2960086843390722
55077.0,0.21622799761843722
47600.0,0.1882225191877123
5924.0,0.190148817625242
34900.0,0.6985943872960578
91990.0,0.24910029084455432
50268.0,0.2825775930915349
66401.0,0.24277838719347455
18014.0,0.2024894279783178
20006.0,0.24762377770381916
55391.0,0.194796849323093
40304.0,0.18943157551972625
12832.0,0.28954481057037823
41746.0,0.32862948923050267
69384.0,0.18925297528076956
56225.0,0.19241842628980413
46522.0,0.2557646026737317
59922.0,0.3499991810792301
48609.0,0.20013046779950192
77235.0,0.3932535497547518
8082.0,0.19046709773960654
65539.0,0.19169464962397226
39769.0,0.40327972536040696
96098.0,0.24122566656638703
86925.0,0.29833139913452883
53370.0,0.35393989038183116
60773.0,0.30298231977758006
47138.0,0.23780947675256964
44098.0,0.1882225191877123
61301.0,0.41471947035105133
38956.0,0.19607193000558676
7585.0,0.42564577496189615
14240.0,0.2097841009545688
49732.0,0.19624320798654016
48849.0,0.25031897393812746
72202.0,0.41514006992095454
14480.0,0.481220066954645
33035.0,0.22387279663338
