ID_CORRELATIVO,MLP_log
47411.0,0.0022234454362060154
39861.0,0.27594434245707966
38898.0,0.048753195057616175
50927.0,0.026907494370891516
32969.0,0.02899651817686701
89661.0,0.08503377580336155
12197.0,0.03763073829397975
71520.0,0.008162945877730159
59759.0,0.2573558859779386
36743.0,0.024776127405325022
10736.0,0.08447189376404222
5106.0,0.010085313092626358
44506.0,0.004004210709762925
47767.0,0.028127874073915846
74686.0,0.026516561707691417
63023.0,0.017634681221060045
13584.0,0.17116681834950895
317.0,0.11856228929672936
62570.0,0.006548081512495248
68244.0,0.05067593536382352
72881.0,0.18387175917066362
18280.0,0.9656735680608892
70682.0,0.02785579423256021
79902.0,0.1527776860516463
35073.0,0.00787569346678454
84331.0,0.37484799371608873
70921.0,0.0187686722250278
82245.0,0.10086667138369801
17714.0,0.6242275341745406
13993.0,0.1884530242746627
658.0,0.037129364933930625
33916.0,0.030512716707755256
92737.0,0.09509849671709084
22844.0,0.03164253737136097
93339.0,0.04916167733863549
29572.0,0.03586191914353441
24751.0,0.02616564776594471
37862.0,0.10997531232814019
26676.0,0.1424679946201321
8675.0,0.054248604034625225
64245.0,0.08414565626546862
57248.0,0.539436567628578
3531.0,0.015901190973030766
9834.0,0.4485002622698729
74246.0,0.09828137506855941
56683.0,0.028578015604734507
16847.0,0.6957036436105136
96617.0,0.2549710160108303
94167.0,0.012871240448447648
42800.0,0.03317755079216608
70106.0,0.25936154786564897
42486.0,0.030622293092062148
78076.0,0.010267451192247678
85819.0,0.026585634072479273
15786.0,0.014519949342323304
61483.0,0.05147811420750829
25630.0,0.16925960307882873
22501.0,0.03660969445105486
92447.0,0.06477282804080269
13795.0,0.029734966039223924
57101.0,0.09490216870710506
55077.0,0.008915956589783012
47600.0,0.010996618357290261
5924.0,0.006300032851791881
34900.0,0.6382935591501312
91990.0,0.13453529242503476
50268.0,0.10776990192524326
66401.0,0.03740801962353457
18014.0,0.054663791310026195
20006.0,0.036263896185433735
55391.0,0.009131007426225846
40304.0,0.012059661256400837
12832.0,0.08518362211047228
41746.0,0.1660452598150887
69384.0,0.017811422825202494
56225.0,0.014960185316000369
46522.0,0.08957710380206235
59922.0,0.1914417981707007
48609.0,0.02930627145920168
77235.0,0.16925131593357037
8082.0,0.009905398536023183
65539.0,0.016845335094522757
39769.0,0.0967769293003155
96098.0,0.07168123396607372
86925.0,0.3094234265505137
53370.0,0.2529119749972306
60773.0,0.15699693959330396
47138.0,0.07552347780406252
44098.0,0.03119570526439083
61301.0,0.10617340270643935
38956.0,0.020465951177610704
7585.0,0.34286663959769564
14240.0,0.006556185872440458
49732.0,0.03180696410939762
48849.0,0.0684998890801211
72202.0,0.2305850096133367
14480.0,0.911417192354746
33035.0,0.023615945095601814
43985.0,0.04211134853797629
85217.0,0.8318456901334127
8121.0,0.037763635345461344
95484.0,0.13761913763753
57781.0,0.026746766636611075
85281.0,0.026666715747050262
71928.0,0.04272357024308454
79044.0,0.104883656633877
54020.0,0.05114874430340016
46617.0,0.05928059806833813
3924.0,0.13813621031168272
76379.0,0.4444010608931283
62379.0,0.02736785958014757
80390.0,0.14626374366127584
95214.0,0.07579162411848073
24624.0,0.04142738665107697
89328.0,0.561095389805848
85616.0,0.07603323446915648
84393.0,0.07985175910645997
63954.0,0.034084190156441325
20998.0,0.004368282834589905
42995.0,0.11380367416982282
67212.0,0.018802062980582946
95562.0,0.0046701703582552635
1869.0,0.2887921461613604
81929.0,0.03253603881944874
72552.0,0.055109203199346604
34425.0,0.0425797609485201
83123.0,0.2404823161931925
90228.0,0.1749637363478829
27741.0,0.15449228151941657
53991.0,0.661547712208272
15167.0,0.051765460852834407
29006.0,0.5164496877439114
86461.0,0.10918397723497467
22615.0,0.05026775407293542
90108.0,0.1044981915704531
12561.0,0.032649920672437015
18306.0,0.044859964863681656
78913.0,0.0900328133543834
38785.0,0.10421768459099223
13919.0,0.005693713274414008
59619.0,0.07845797077977049
17801.0,0.28540148417445066
11683.0,0.2825776089583937
50393.0,0.1954209354672717
1414.0,0.02605140804325984
49705.0,0.0771925569886172
11495.0,0.024255773298151605
74515.0,0.14271705822218864
87870.0,0.2916811412602898
18347.0,0.014770427456845986
3854.0,0.08130633118590258
19733.0,0.06456090346331492
44194.0,0.004932364208001368
80652.0,0.09491040708878505
22356.0,0.6069991937634928
56887.0,0.05169639719326022
54654.0,0.806620410377914
81154.0,0.6285949832889618
60139.0,0.006353648453455046
49481.0,0.3133436038408929
13027.0,0.22348135920157874
6073.0,0.05909975203006883
21221.0,0.013881952758804226
78849.0,0.002503687702428852
98453.0,0.13510028462208648
43204.0,0.027724146970840597
49495.0,0.021122389471989828
50040.0,0.0867814936978626
62238.0,0.011452970955494718
96941.0,0.026449984819779573
51613.0,0.06185470518203873
28840.0,0.01510737658309769
88334.0,0.011251597658846932
40679.0,0.07892339453190128
91906.0,0.592082906372627
61997.0,0.0512859503448443
96234.0,0.14173115498914662
35191.0,0.038254737696287795
99214.0,0.007023729429178946
94474.0,0.053396776712159505
70794.0,0.01020206653909369
96104.0,0.2376132118416033
63209.0,0.03887716041770115
78212.0,0.11401130560414902
9699.0,0.38970391429708334
89800.0,0.10187591766819008
52248.0,0.13903026682302114
48960.0,0.023771058990605227
77980.0,0.20010235629946868
58769.0,0.012295158918928888
74585.0,0.04601928465110951
33294.0,0.07029910497852497
93240.0,0.04152483306302305
27238.0,0.06436591616748018
2569.0,0.1507636327396557
51644.0,0.04099276536938545
48318.0,0.03695265393047656
9421.0,0.1000499550284251
77916.0,0.0011870261968842935
11814.0,0.012068539132129573
61073.0,0.002620974404459173
64158.0,0.0384522568592474
2805.0,0.2864345555513757
72093.0,0.601865396258982
48104.0,0.10794533047970493
20668.0,0.45023566719313934
68085.0,0.5846633687801684
63923.0,0.0309102488491424
53517.0,0.036134878573338074
3104.0,0.09175070867037755
99805.0,0.10651487004910119
39359.0,0.0115728363228762
18783.0,0.03398446099497412
15511.0,0.0013162688328277573
77153.0,0.054244437418577325
45019.0,0.06683623825719748
85462.0,0.7252800062071548
96718.0,0.03348389943940195
34821.0,0.07978661404281931
22810.0,0.02047600066643316
93544.0,0.061315305755935925
35535.0,0.27462868760909376
65259.0,0.641792799162838
75047.0,0.0443495066141355
58877.0,0.23777374904683382
64070.0,0.3434058585377704
41996.0,0.007376961429676019
71713.0,0.01602195711534382
38718.0,0.7945367450584031
17155.0,0.08781948000510867
24713.0,0.2668854192253647
62892.0,0.08932413991009945
29011.0,0.06991688070720378
6645.0,0.0946447539867912
41304.0,0.09176809962322988
58739.0,0.062212939737398616
23285.0,0.655879502571132
48191.0,0.04438823779040091
97795.0,0.013160720647393011
6696.0,0.024778804887508506
64069.0,0.033213408163191085
82691.0,0.24179090281672397
18615.0,0.07945547722646659
62684.0,0.025146502660894268
9287.0,0.08065769739985268
6874.0,0.04190716779629168
22369.0,0.10751050206174007
92953.0,0.34562374307630683
84842.0,0.02700937734690476
28468.0,0.015013152390699393
30792.0,0.005104779629049599
13171.0,0.351692967805151
17252.0,0.0038477458260410416
40297.0,0.28286304282479985
98009.0,0.013752487327054596
15527.0,0.039755073759465714
7383.0,0.061420640592584404
5269.0,0.016617897224254843
31169.0,0.1071839528051269
23713.0,0.28330010231257663
93782.0,0.5552638406272141
33652.0,0.6462554177570515
50852.0,0.013781645023071958
62065.0,0.1340935102212489
58026.0,0.0543163852092134
75285.0,0.22566913550549067
14705.0,0.013613285520643732
47071.0,0.07696031345905022
37161.0,0.09388764448330897
77239.0,0.017139229673178068
24989.0,0.13789861524817146
90966.0,0.06046618717039621
76360.0,0.3340579326004233
94753.0,0.021877783517633927
84592.0,0.011043931753750482
67471.0,0.105198743910564
41794.0,0.029546521081492395
31485.0,0.06044155094201958
91545.0,0.07774736684471469
53221.0,0.3877694697622268
8201.0,0.07557918948577946
60467.0,0.5524767542052903
68016.0,0.8149123935766218
38784.0,0.15404759147932823
55226.0,0.15801835563661196
65209.0,0.4386003959540165
75408.0,0.01469754971314321
85243.0,0.002373604658752064
79788.0,0.07417869069337577
61994.0,0.1006984337113011
79195.0,0.030820459422112277
46240.0,0.045651552365354224
22216.0,0.0015211548319376065
70954.0,0.02069241721679738
84807.0,0.012055180423653326
46536.0,0.12581351845347505
36753.0,0.013906389021703203
97859.0,0.061860484695213686
23760.0,0.02524787236844453
85723.0,0.026896538168772452
64710.0,0.13297309665331167
27733.0,0.07855021362517266
81034.0,0.5569388820185367
12401.0,0.05523569132772718
62556.0,0.15590557183752124
93553.0,0.06579190682785717
95020.0,0.06087171227937533
89411.0,0.0333229160411195
49025.0,0.049278940816556545
175.0,0.011713960698952272
41587.0,0.08307436107432895
95452.0,0.15429289346881078
66833.0,0.003583534021406554
35540.0,0.0013822704636258956
27054.0,0.05436097310673582
73979.0,0.07949347332228805
86206.0,0.14574823390042907
44847.0,0.014043122877238554
3840.0,0.0012718399308621134
61419.0,0.030258443178756835
41064.0,0.003639308537301961
3234.0,0.00525077506632113
48912.0,0.2956648569803698
14659.0,0.04945749695554798
95329.0,0.10168711093607669
48199.0,0.41069110668259484
57661.0,0.057062186623573576
91561.0,0.007579703553825707
98545.0,0.03272277335928724
64053.0,0.7792717905772891
44127.0,0.1785007279043008
19986.0,0.12569354806915
50281.0,0.06227197522678248
23864.0,0.15365464871888418
10807.0,0.4342341276728221
46633.0,0.21459286723711957
22081.0,0.5798703686042161
58024.0,0.21111344045118433
43243.0,0.0025940901477791737
87491.0,0.07271318435092987
8098.0,0.013202314190771117
15691.0,0.0013379544057860533
92195.0,0.017167151657540573
89981.0,0.026321851154117833
61666.0,0.1360124537524182
59887.0,0.09416463650837299
72746.0,0.04329397926350532
97844.0,0.184811405106476
66080.0,0.3836127144442762
35864.0,0.0988448972039932
91618.0,0.35016520951120367
63875.0,0.14543430590221676
12653.0,0.4649776468957057
82407.0,0.355764299908378
60272.0,0.13387349323597675
45986.0,0.15513995287286436
40088.0,0.03146296645920148
30671.0,0.1313048714709
47115.0,0.0023766964383349657
87106.0,0.09922799543537941
18985.0,0.01634804922764892
78531.0,0.18664863029369827
99309.0,0.8349983204964504
30856.0,0.006666723375478168
57429.0,0.012142038314701778
90844.0,0.14834532679193974
61193.0,0.012099502545516101
61960.0,0.011841494532651316
27310.0,0.05652227162316352
85688.0,0.036440720179947976
13849.0,0.13543610490273494
20923.0,0.23977211333566859
81184.0,0.01232788096201973
92660.0,0.18869384164568076
52780.0,0.0007593899686630122
58352.0,0.009571735364868134
84217.0,0.5886598438069661
18894.0,0.09946859999061375
2060.0,0.02669587474273149
49450.0,0.09251135646953831
16422.0,0.24224542805287244
63949.0,0.07034296456456694
14806.0,0.029217558130619277
54228.0,0.013406728903438725
47189.0,0.04366186283988877
52562.0,0.29705467680122055
87245.0,0.3434596305831357
37544.0,0.2802935812933585
30325.0,0.13527023507292127
27069.0,0.06117101248281694
65802.0,0.194643899315221
64416.0,0.06461163651824488
22027.0,0.0913867214989259
65273.0,0.002311356812378438
28436.0,0.40517493292462875
61160.0,0.013407156137052414
32883.0,0.08018731627983555
64263.0,0.009669789649827239
3036.0,0.05681157802678877
1394.0,0.043117305373077716
15909.0,0.07165088756326217
33028.0,0.07386249830367853
94431.0,0.5935494051921063
54780.0,0.3088218969018811
43674.0,0.050987728579595125
73620.0,0.07541789676713187
75024.0,0.7527846979947237
98242.0,0.025028840240282138
8382.0,0.21830872729401732
9870.0,0.023461129489608133
77482.0,0.06928592187427267
93661.0,0.038252557248388525
61203.0,0.038325321095006894
65157.0,0.009079807070918275
6978.0,0.0453761027444071
17470.0,0.04079762740043422
53031.0,0.10867935860595598
37506.0,0.044573984151310184
5012.0,0.14402433659809616
2994.0,0.056695516036208767
17970.0,0.025287170105216354
78783.0,0.09702781464689282
20016.0,0.38432087941016513
12503.0,0.04086716051748002
61154.0,0.05311910564405115
12861.0,0.09973360407023653
67373.0,0.050976684688372104
48455.0,0.00020193390672354228
6505.0,0.08740330307317987
61490.0,0.110303981162268
54247.0,0.06283271598814068
5795.0,0.005738055771543014
28306.0,0.2565580387542539
85714.0,0.004948138749097927
82657.0,0.001539928929632286
44030.0,0.03366577755414205
65255.0,0.38757190219022913
64927.0,0.08233405641505624
75324.0,0.007957920523125604
6857.0,0.1506239440253135
11287.0,0.7881591654675247
35241.0,0.023606741152970123
34242.0,0.00500589417497939
69085.0,0.006365899681146716
71311.0,0.07238074279413925
36269.0,0.06049399551267189
14738.0,0.5127103129902324
549.0,0.0012389376580786695
3479.0,0.039508273836968345
80866.0,0.2637622205662457
92323.0,0.039571240364339386
43887.0,0.0026285663246816346
85023.0,0.10432402712670559
97922.0,0.01947612510086656
16440.0,0.5164500415936686
69117.0,0.491265723458072
