ID_CORRELATIVO,KNN512_standard
47411.0,0.009765625
39861.0,0.376953125
38898.0,0.228515625
50927.0,0.123046875
32969.0,0.083984375
89661.0,0.169921875
12197.0,0.0625
71520.0,0.095703125
59759.0,0.46484375
36743.0,0.03515625
10736.0,0.140625
5106.0,0.078125
44506.0,0.021484375
47767.0,0.103515625
74686.0,0.10546875
63023.0,0.224609375
13584.0,0.2421875
317.0,0.13671875
62570.0,0.05859375
68244.0,0.044921875
72881.0,0.208984375
18280.0,0.453125
70682.0,0.234375
79902.0,0.205078125
35073.0,0.015625
84331.0,0.16015625
70921.0,0.017578125
82245.0,0.1953125
17714.0,0.24609375
13993.0,0.25390625
658.0,0.03125
33916.0,0.025390625
92737.0,0.220703125
22844.0,0.099609375
93339.0,0.0859375
29572.0,0.099609375
24751.0,0.0859375
37862.0,0.240234375
26676.0,0.08203125
8675.0,0.330078125
64245.0,0.07421875
57248.0,0.2578125
3531.0,0.1796875
9834.0,0.4375
74246.0,0.154296875
56683.0,0.099609375
16847.0,0.47265625
96617.0,0.21484375
94167.0,0.06640625
42800.0,0.1015625
70106.0,0.390625
42486.0,0.03125
78076.0,0.072265625
85819.0,0.060546875
15786.0,0.0390625
61483.0,0.0546875
25630.0,0.251953125
22501.0,0.08203125
92447.0,0.103515625
13795.0,0.07421875
57101.0,0.240234375
55077.0,0.068359375
47600.0,0.00390625
5924.0,0.041015625
34900.0,0.314453125
91990.0,0.109375
50268.0,0.099609375
66401.0,0.072265625
18014.0,0.14453125
20006.0,0.125
55391.0,0.115234375
40304.0,0.01953125
12832.0,0.205078125
41746.0,0.24609375
69384.0,0.015625
56225.0,0.021484375
46522.0,0.17578125
59922.0,0.279296875
48609.0,0.0234375
77235.0,0.234375
8082.0,0.03125
65539.0,0.033203125
39769.0,0.18359375
96098.0,0.19140625
86925.0,0.173828125
53370.0,0.2265625
60773.0,0.205078125
47138.0,0.080078125
44098.0,0.02734375
61301.0,0.357421875
38956.0,0.08203125
7585.0,0.333984375
14240.0,0.013671875
49732.0,0.091796875
48849.0,0.10546875
72202.0,0.22265625
14480.0,0.75
33035.0,0.078125
43985.0,0.05859375
85217.0,0.62109375
8121.0,0.099609375
95484.0,0.119140625
57781.0,0.052734375
85281.0,0.125
71928.0,0.228515625
79044.0,0.27734375
54020.0,0.041015625
46617.0,0.123046875
3924.0,0.28515625
76379.0,0.32421875
62379.0,0.25390625
80390.0,0.24609375
95214.0,0.205078125
24624.0,0.103515625
89328.0,0.44921875
85616.0,0.228515625
84393.0,0.099609375
63954.0,0.1953125
20998.0,0.01171875
42995.0,0.255859375
67212.0,0.056640625
95562.0,0.052734375
1869.0,0.1484375
81929.0,0.08203125
72552.0,0.0546875
34425.0,0.076171875
